QSPRID	pchembl_value_Mean_Label	pchembl_value_Mean_Prediction	Fold
A2A_LIGANDS_1314	6.5	6.246	1.0
A2A_LIGANDS_3907	6.0	7.246	1.0
A2A_LIGANDS_689	6.3	5.932	1.0
A2A_LIGANDS_723	6.68	6.347	1.0
A2A_LIGANDS_3240	7.39	6.88	1.0
A2A_LIGANDS_1755	8.8	8.371	1.0
A2A_LIGANDS_5	8.33	7.421	1.0
A2A_LIGANDS_228	7.47	7.606	1.0
A2A_LIGANDS_1063	5.01	5.616	1.0
A2A_LIGANDS_3409	7.51	8.314	1.0
A2A_LIGANDS_1605	9.68	9.264	1.0
A2A_LIGANDS_3784	6.89	7.096	1.0
A2A_LIGANDS_3635	6.35	6.222	1.0
A2A_LIGANDS_3064	6.01	5.85	1.0
A2A_LIGANDS_55	7.19	7.421	1.0
A2A_LIGANDS_1276	8.85	9.067	1.0
A2A_LIGANDS_2878	5.5	6.147	1.0
A2A_LIGANDS_3297	7.3	7.906	1.0
A2A_LIGANDS_60	6.12	6.81	1.0
A2A_LIGANDS_2832	8.3	8.548	1.0
A2A_LIGANDS_165	7.47	7.728	1.0
A2A_LIGANDS_1331	4.91	5.636	1.0
A2A_LIGANDS_434	7.46	8.5	1.0
A2A_LIGANDS_577	8.19	7.484	1.0
A2A_LIGANDS_716	8.8	8.327	1.0
A2A_LIGANDS_1901	7.093	6.949	1.0
A2A_LIGANDS_1460	4.46	5.374	1.0
A2A_LIGANDS_3284	7.15	7.988	1.0
A2A_LIGANDS_1240	5.46	6.076	1.0
A2A_LIGANDS_852	6.9	6.18	1.0
A2A_LIGANDS_3136	8.96	8.383	1.0
A2A_LIGANDS_1944	8.22	8.078	1.0
A2A_LIGANDS_3203	6.67	6.984	1.0
A2A_LIGANDS_2831	6.87	7.871	1.0
A2A_LIGANDS_2395	5.38	5.102	1.0
A2A_LIGANDS_1996	7.24	7.925	1.0
A2A_LIGANDS_2434	6.71	6.623	1.0
A2A_LIGANDS_828	8.5	7.184	1.0
A2A_LIGANDS_38	9.23	8.219	1.0
A2A_LIGANDS_4080	6.51	6.462	1.0
A2A_LIGANDS_1155	6.323	6.618	1.0
A2A_LIGANDS_1388	6.0	5.845	1.0
A2A_LIGANDS_2217	7.22	6.902	1.0
A2A_LIGANDS_1062	7.66	7.154	1.0
A2A_LIGANDS_1167	5.81	7.128	1.0
A2A_LIGANDS_3222	7.14	7.758	1.0
A2A_LIGANDS_1492	5.23	5.094	1.0
A2A_LIGANDS_143	6.91	7.196	1.0
A2A_LIGANDS_396	9.4	9.364	1.0
A2A_LIGANDS_825	5.78	6.134	1.0
A2A_LIGANDS_3998	5.59	5.47	1.0
A2A_LIGANDS_1630	8.02	8.788	1.0
A2A_LIGANDS_11	6.8	6.862	1.0
A2A_LIGANDS_3497	8.57	7.758	1.0
A2A_LIGANDS_3819	6.85	7.494	1.0
A2A_LIGANDS_1227	9.4	9.14	1.0
A2A_LIGANDS_2141	7.64	6.952	1.0
A2A_LIGANDS_1679	9.78	7.895	1.0
A2A_LIGANDS_3147	7.2	6.288	1.0
A2A_LIGANDS_2849	5.23	6.344	1.0
A2A_LIGANDS_2838	6.69	7.534	1.0
A2A_LIGANDS_1081	6.43	6.534	1.0
A2A_LIGANDS_2703	7.43	7.542	1.0
A2A_LIGANDS_1219	7.02	6.67	1.0
A2A_LIGANDS_2361	7.92	7.214	1.0
A2A_LIGANDS_2701	6.99	6.722	1.0
A2A_LIGANDS_2950	5.29	5.292	1.0
A2A_LIGANDS_1841	7.41	7.284	1.0
A2A_LIGANDS_2537	8.48	6.024	1.0
A2A_LIGANDS_546	5.39	6.106	1.0
A2A_LIGANDS_2926	5.85	5.998	1.0
A2A_LIGANDS_4029	7.82	7.028	1.0
A2A_LIGANDS_2735	7.96	9.22	1.0
A2A_LIGANDS_1300	6.37	6.44	1.0
A2A_LIGANDS_3234	5.21	5.774	1.0
A2A_LIGANDS_3960	8.05	7.73	1.0
A2A_LIGANDS_2944	6.21	6.714	1.0
A2A_LIGANDS_3765	6.647	7.173	1.0
A2A_LIGANDS_1787	6.25	5.702	1.0
A2A_LIGANDS_4064	5.55	5.438	1.0
A2A_LIGANDS_1369	4.09	5.748	1.0
A2A_LIGANDS_3397	5.55	5.836	1.0
A2A_LIGANDS_2191	6.24	7.3	1.0
A2A_LIGANDS_3681	6.4	6.81	1.0
A2A_LIGANDS_400	4.92	4.848	1.0
A2A_LIGANDS_122	7.31	6.78	1.0
A2A_LIGANDS_1439	7.0	6.782	1.0
A2A_LIGANDS_3458	5.8	6.132	1.0
A2A_LIGANDS_1291	4.95	6.07	1.0
A2A_LIGANDS_1520	6.12	6.71	1.0
A2A_LIGANDS_3842	6.3	6.094	1.0
A2A_LIGANDS_972	5.7	7.134	1.0
A2A_LIGANDS_2680	7.02	7.394	1.0
A2A_LIGANDS_2038	6.17	6.692	1.0
A2A_LIGANDS_795	7.51	7.424	1.0
A2A_LIGANDS_540	5.68	7.988	1.0
A2A_LIGANDS_3478	7.24	7.371	1.0
A2A_LIGANDS_2814	6.93	6.962	1.0
A2A_LIGANDS_1485	6.0	5.976	1.0
A2A_LIGANDS_3810	7.7	7.678	1.0
A2A_LIGANDS_2731	4.92	5.104	1.0
A2A_LIGANDS_3119	6.4	6.801	1.0
A2A_LIGANDS_2977	5.08	6.272	1.0
A2A_LIGANDS_2640	6.69	8.615	1.0
A2A_LIGANDS_3134	8.1	7.218	1.0
A2A_LIGANDS_337	7.49	7.148	1.0
A2A_LIGANDS_3796	8.13	7.887	1.0
A2A_LIGANDS_455	7.29	7.206	1.0
A2A_LIGANDS_201	6.45	6.434	1.0
A2A_LIGANDS_775	7.24	7.423	1.0
A2A_LIGANDS_2324	6.6	7.05	1.0
A2A_LIGANDS_130	6.52	5.736	1.0
A2A_LIGANDS_330	4.75	5.602	1.0
A2A_LIGANDS_3092	4.47	5.384	1.0
A2A_LIGANDS_1187	8.77	8.642	2.0
A2A_LIGANDS_2517	6.88	6.583	2.0
A2A_LIGANDS_3514	6.83	6.87	2.0
A2A_LIGANDS_283	8.05	7.936	2.0
A2A_LIGANDS_2348	6.3	6.2	2.0
A2A_LIGANDS_3501	5.44	6.413	2.0
A2A_LIGANDS_2328	6.04	6.78	2.0
A2A_LIGANDS_2496	5.13	6.626	2.0
A2A_LIGANDS_1057	4.36	6.152	2.0
A2A_LIGANDS_2955	7.03	6.936	2.0
A2A_LIGANDS_2304	5.32	6.414	2.0
A2A_LIGANDS_727	5.63	5.84	2.0
A2A_LIGANDS_3666	7.07	7.346	2.0
A2A_LIGANDS_1938	6.66	7.0	2.0
A2A_LIGANDS_2157	6.63	6.464	2.0
A2A_LIGANDS_3055	7.35	6.772	2.0
A2A_LIGANDS_2102	6.74	6.273	2.0
A2A_LIGANDS_2553	7.18	7.09	2.0
A2A_LIGANDS_1788	6.16	6.732	2.0
A2A_LIGANDS_1412	6.68	6.558	2.0
A2A_LIGANDS_507	7.77	7.864	2.0
A2A_LIGANDS_2195	8.51	7.534	2.0
A2A_LIGANDS_3439	7.0	7.004	2.0
A2A_LIGANDS_1272	7.51	6.414	2.0
A2A_LIGANDS_2290	6.96	6.89	2.0
A2A_LIGANDS_422	8.06	6.792	2.0
A2A_LIGANDS_2577	5.9	5.5	2.0
A2A_LIGANDS_1545	4.78	4.998	2.0
A2A_LIGANDS_48	7.88	8.662	2.0
A2A_LIGANDS_3570	7.08	5.978	2.0
A2A_LIGANDS_3041	6.84	6.7	2.0
A2A_LIGANDS_2486	6.0	6.946	2.0
A2A_LIGANDS_2584	5.96	5.81	2.0
A2A_LIGANDS_3531	6.84	6.771	2.0
A2A_LIGANDS_2310	6.54	6.784	2.0
A2A_LIGANDS_765	9.59	9.014	2.0
A2A_LIGANDS_582	7.7	7.848	2.0
A2A_LIGANDS_1080	7.26	7.352	2.0
A2A_LIGANDS_1885	6.21	6.46	2.0
A2A_LIGANDS_697	6.5	6.738	2.0
A2A_LIGANDS_2800	5.52	5.966	2.0
A2A_LIGANDS_472	6.73	6.384	2.0
A2A_LIGANDS_2299	8.4	8.706	2.0
A2A_LIGANDS_1793	6.41	7.028	2.0
A2A_LIGANDS_3870	5.77	6.062	2.0
A2A_LIGANDS_3318	7.22	6.689	2.0
A2A_LIGANDS_3920	9.05	8.888	2.0
A2A_LIGANDS_2258	6.153	6.677	2.0
A2A_LIGANDS_2236	5.99	6.576	2.0
A2A_LIGANDS_3936	8.52	8.436	2.0
A2A_LIGANDS_1351	7.887	7.954	2.0
A2A_LIGANDS_3515	8.282	7.778	2.0
A2A_LIGANDS_3775	6.66	6.814	2.0
A2A_LIGANDS_3781	8.405	7.703	2.0
A2A_LIGANDS_945	7.26	7.234	2.0
A2A_LIGANDS_3524	6.82	6.512	2.0
A2A_LIGANDS_1234	6.23	7.816	2.0
A2A_LIGANDS_1688	6.78	6.884	2.0
A2A_LIGANDS_2212	7.02	7.308	2.0
A2A_LIGANDS_3268	7.06	6.694	2.0
A2A_LIGANDS_1036	7.2	7.376	2.0
A2A_LIGANDS_3947	6.11	6.054	2.0
A2A_LIGANDS_4038	6.3	6.848	2.0
A2A_LIGANDS_3633	5.31	5.604	2.0
A2A_LIGANDS_597	5.46	5.836	2.0
A2A_LIGANDS_3563	8.09	7.546	2.0
A2A_LIGANDS_1459	5.74	5.794	2.0
A2A_LIGANDS_1133	6.92	7.034	2.0
A2A_LIGANDS_163	6.2	6.144	2.0
A2A_LIGANDS_1767	5.57	6.244	2.0
A2A_LIGANDS_834	6.4	6.35	2.0
A2A_LIGANDS_2400	7.17	7.114	2.0
A2A_LIGANDS_1941	6.0	5.845	2.0
A2A_LIGANDS_3374	5.45	5.69	2.0
A2A_LIGANDS_2775	7.89	6.57	2.0
A2A_LIGANDS_911	7.19	7.418	2.0
A2A_LIGANDS_1973	6.58	6.914	2.0
A2A_LIGANDS_1465	6.38	5.92	2.0
A2A_LIGANDS_3379	7.09	6.916	2.0
A2A_LIGANDS_72	5.58	7.006	2.0
A2A_LIGANDS_2095	6.44	7.114	2.0
A2A_LIGANDS_3728	9.0	7.362	2.0
A2A_LIGANDS_1907	4.5	5.01	2.0
A2A_LIGANDS_630	7.14	6.512	2.0
A2A_LIGANDS_1808	7.92	7.671	2.0
A2A_LIGANDS_3231	4.76	5.458	2.0
A2A_LIGANDS_856	6.15	6.481	2.0
A2A_LIGANDS_3351	6.34	6.546	2.0
A2A_LIGANDS_1869	7.98	8.028	2.0
A2A_LIGANDS_4030	8.4	8.082	2.0
A2A_LIGANDS_3841	7.19	6.808	2.0
A2A_LIGANDS_2149	6.82	6.59	2.0
A2A_LIGANDS_2176	6.51	6.53	2.0
A2A_LIGANDS_3697	7.63	7.556	2.0
A2A_LIGANDS_2805	6.79	6.884	2.0
A2A_LIGANDS_2949	8.92	8.052	2.0
A2A_LIGANDS_323	7.96	7.026	2.0
A2A_LIGANDS_3280	5.41	5.604	2.0
A2A_LIGANDS_406	5.52	5.69	2.0
A2A_LIGANDS_2375	8.82	8.837	2.0
A2A_LIGANDS_3872	7.59	7.368	2.0
A2A_LIGANDS_821	6.3	7.252	2.0
A2A_LIGANDS_3355	5.65	6.264	2.0
A2A_LIGANDS_3186	6.87	6.564	2.0
A2A_LIGANDS_18	6.74	6.43	2.0
A2A_LIGANDS_1667	7.21	7.87	2.0
A2A_LIGANDS_1125	7.01	6.322	2.0
A2A_LIGANDS_2893	7.61	7.991	2.0
A2A_LIGANDS_2279	5.46	5.152	2.0
A2A_LIGANDS_1009	6.47	7.167	2.0
A2A_LIGANDS_3468	7.27	7.472	2.0
A2A_LIGANDS_3718	6.84	7.102	2.0
A2A_LIGANDS_3860	5.9	6.378	2.0
A2A_LIGANDS_743	7.44	7.456	2.0
A2A_LIGANDS_1198	7.26	8.589	2.0
A2A_LIGANDS_2221	6.75	6.27	2.0
A2A_LIGANDS_1207	8.07	8.112	2.0
A2A_LIGANDS_2973	5.74	5.76	2.0
A2A_LIGANDS_2226	6.51	6.23	2.0
A2A_LIGANDS_1780	6.82	6.583	2.0
A2A_LIGANDS_968	6.89	6.442	2.0
A2A_LIGANDS_2112	7.29	7.477	2.0
A2A_LIGANDS_1655	8.52	8.434	2.0
A2A_LIGANDS_1307	4.46	5.372	2.0
A2A_LIGANDS_3015	4.44	6.288	2.0
A2A_LIGANDS_1801	7.96	6.98	2.0
A2A_LIGANDS_380	6.56	7.342	2.0
A2A_LIGANDS_374	7.32	6.637	2.0
A2A_LIGANDS_607	7.57	7.136	2.0
A2A_LIGANDS_3366	6.8	6.622	2.0
A2A_LIGANDS_3686	7.24	6.592	2.0
A2A_LIGANDS_2043	7.24	7.992	2.0
A2A_LIGANDS_394	8.34	7.08	2.0
A2A_LIGANDS_2367	6.97	6.69	2.0
A2A_LIGANDS_3990	8.42	7.993	2.0
A2A_LIGANDS_526	6.86	7.032	2.0
A2A_LIGANDS_377	6.37	5.822	2.0
A2A_LIGANDS_3722	5.83	5.768	2.0
A2A_LIGANDS_3957	8.4	5.743	2.0
A2A_LIGANDS_2268	5.555	6.458	2.0
A2A_LIGANDS_3150	6.52	7.278	2.0
A2A_LIGANDS_3434	5.94	5.794	2.0
A2A_LIGANDS_2994	6.54	6.848	2.0
A2A_LIGANDS_2669	6.97	7.1	2.0
A2A_LIGANDS_715	7.04	5.76	2.0
A2A_LIGANDS_1435	7.36	6.278	2.0
A2A_LIGANDS_3391	7.19	7.234	2.0
A2A_LIGANDS_2628	7.6	7.668	2.0
A2A_LIGANDS_3614	7.38	7.874	2.0
A2A_LIGANDS_2599	7.84	8.268	2.0
A2A_LIGANDS_913	4.36	5.578	2.0
A2A_LIGANDS_3046	6.74	7.092	2.0
A2A_LIGANDS_1640	7.29	7.898	2.0
A2A_LIGANDS_780	6.82	6.801	2.0
A2A_LIGANDS_159	6.22	6.628	2.0
A2A_LIGANDS_1544	8.56	8.436	2.0
A2A_LIGANDS_3861	7.11	6.889	2.0
A2A_LIGANDS_1389	5.27	5.3	2.0
A2A_LIGANDS_2886	7.06	7.256	2.0
A2A_LIGANDS_431	7.18	6.987	2.0
A2A_LIGANDS_145	6.35	7.25	2.0
A2A_LIGANDS_696	6.54	6.28	2.0
A2A_LIGANDS_3270	5.77	5.664	2.0
A2A_LIGANDS_182	7.76	7.562	2.0
A2A_LIGANDS_3954	5.42	5.458	2.0
A2A_LIGANDS_614	7.52	7.988	2.0
A2A_LIGANDS_2676	6.68	7.08	2.0
A2A_LIGANDS_107	6.31	7.758	2.0
A2A_LIGANDS_2771	6.77	7.222	2.0
A2A_LIGANDS_405	7.96	8.068	2.0
A2A_LIGANDS_3443	5.79	5.848	2.0
A2A_LIGANDS_3908	6.82	7.116	2.0
A2A_LIGANDS_3321	4.73	4.72	2.0
A2A_LIGANDS_520	6.62	6.8	2.0
A2A_LIGANDS_3603	5.89	6.596	2.0
A2A_LIGANDS_1303	8.82	8.172	2.0
A2A_LIGANDS_2308	7.1	6.392	2.0
A2A_LIGANDS_2054	6.75	7.31	2.0
A2A_LIGANDS_822	5.75	5.818	2.0
A2A_LIGANDS_451	5.5	5.856	2.0
A2A_LIGANDS_1311	5.8	6.455	2.0
A2A_LIGANDS_3815	5.39	6.417	2.0
A2A_LIGANDS_2079	8.58	9.296	2.0
A2A_LIGANDS_2608	9.92	9.346	2.0
A2A_LIGANDS_3951	8.6	8.356	2.0
A2A_LIGANDS_2291	7.53	7.226	2.0
A2A_LIGANDS_2360	5.67	5.922	2.0
A2A_LIGANDS_3977	9.0	8.622	2.0
A2A_LIGANDS_1645	6.55	8.254	2.0
A2A_LIGANDS_126	7.93	7.746	2.0
A2A_LIGANDS_2730	6.91	7.344	2.0
A2A_LIGANDS_3448	7.127	6.108	2.0
A2A_LIGANDS_10	4.51	7.048	2.0
A2A_LIGANDS_2371	6.82	6.716	2.0
A2A_LIGANDS_3027	6.22	5.704	2.0
A2A_LIGANDS_1900	9.3	6.952	2.0
A2A_LIGANDS_3931	7.29	6.626	2.0
A2A_LIGANDS_1120	6.54	6.776	2.0
A2A_LIGANDS_3613	7.92	7.736	2.0
A2A_LIGANDS_2469	8.55	6.246	2.0
A2A_LIGANDS_1318	7.01	7.504	2.0
A2A_LIGANDS_1319	8.2	8.888	2.0
A2A_LIGANDS_3847	6.69	6.052	2.0
A2A_LIGANDS_112	7.62	7.174	2.0
A2A_LIGANDS_3489	7.13	7.08	2.0
A2A_LIGANDS_3148	8.42	8.613	2.0
A2A_LIGANDS_846	9.0	8.943	2.0
A2A_LIGANDS_2021	7.55	6.814	2.0
A2A_LIGANDS_1629	7.69	7.27	2.0
A2A_LIGANDS_2890	6.85	8.522	2.0
A2A_LIGANDS_1774	6.44	6.47	2.0
A2A_LIGANDS_1335	5.83	6.68	2.0
A2A_LIGANDS_2100	7.72	7.494	2.0
A2A_LIGANDS_2180	6.7	6.623	2.0
A2A_LIGANDS_3955	5.66	5.954	2.0
A2A_LIGANDS_2966	7.01	7.08	2.0
A2A_LIGANDS_2165	7.77	7.786	2.0
A2A_LIGANDS_437	5.42	5.632	2.0
A2A_LIGANDS_448	6.39	6.852	2.0
A2A_LIGANDS_1168	7.45	7.092	2.0
A2A_LIGANDS_2818	6.05	6.848	2.0
A2A_LIGANDS_517	7.92	7.46	2.0
A2A_LIGANDS_3887	6.305	7.057	2.0
A2A_LIGANDS_3766	6.62	7.21	2.0
A2A_LIGANDS_2508	6.39	6.982	2.0
A2A_LIGANDS_3767	8.07	8.178	2.0
A2A_LIGANDS_3006	7.55	6.842	2.0
A2A_LIGANDS_3401	7.68	7.869	2.0
A2A_LIGANDS_3019	4.59	4.918	2.0
A2A_LIGANDS_3517	8.49	8.516	2.0
A2A_LIGANDS_1852	6.44	6.902	2.0
A2A_LIGANDS_1140	5.06	4.904	2.0
A2A_LIGANDS_2923	6.1	7.008	2.0
A2A_LIGANDS_3349	5.84	6.178	2.0
A2A_LIGANDS_216	4.65	5.354	2.0
A2A_LIGANDS_2386	6.05	6.06	2.0
A2A_LIGANDS_1676	7.2	7.012	2.0
A2A_LIGANDS_2960	5.29	6.054	2.0
A2A_LIGANDS_750	5.94	6.526	2.0
A2A_LIGANDS_234	8.38	7.48	2.0
A2A_LIGANDS_3493	8.7	8.456	2.0
A2A_LIGANDS_2224	6.19	7.156	2.0
A2A_LIGANDS_1903	5.62	6.068	2.0
A2A_LIGANDS_2808	7.28	6.324	2.0
A2A_LIGANDS_412	7.31	6.126	2.0
A2A_LIGANDS_3146	7.18	6.918	2.0
A2A_LIGANDS_616	5.81	6.053	2.0
A2A_LIGANDS_1625	5.52	5.54	2.0
A2A_LIGANDS_3680	4.9	5.244	2.0
A2A_LIGANDS_1568	5.45	5.598	2.0
A2A_LIGANDS_2207	5.26	5.372	2.0
A2A_LIGANDS_335	5.31	6.663	2.0
A2A_LIGANDS_1348	7.08	6.592	2.0
A2A_LIGANDS_356	7.3	6.426	2.0
A2A_LIGANDS_3877	6.93	7.413	2.0
A2A_LIGANDS_2959	7.11	6.812	2.0
A2A_LIGANDS_1773	6.05	7.114	2.0
A2A_LIGANDS_2744	8.85	8.934	2.0
A2A_LIGANDS_703	9.42	9.346	2.0
A2A_LIGANDS_896	7.06	8.133	2.0
A2A_LIGANDS_3308	7.92	7.12	2.0
A2A_LIGANDS_487	5.75	5.5	2.0
A2A_LIGANDS_1664	8.17	7.549	2.0
A2A_LIGANDS_3814	6.6	7.23	2.0
A2A_LIGANDS_1974	8.43	8.208	2.0
A2A_LIGANDS_3904	8.52	8.424	2.0
A2A_LIGANDS_3050	6.4	6.882	2.0
A2A_LIGANDS_837	7.85	7.837	2.0
A2A_LIGANDS_1715	8.4	8.308	2.0
A2A_LIGANDS_2806	5.0	6.108	2.0
A2A_LIGANDS_154	5.68	5.312	2.0
A2A_LIGANDS_2065	6.83	6.936	2.0
A2A_LIGANDS_190	6.7	6.006	2.0
A2A_LIGANDS_2205	5.7	5.096	2.0
A2A_LIGANDS_4053	5.72	6.61	2.0
A2A_LIGANDS_225	5.75	7.072	2.0
A2A_LIGANDS_3436	6.49	6.91	2.0
A2A_LIGANDS_2277	7.05	6.632	2.0
A2A_LIGANDS_1693	6.81	6.714	2.0
A2A_LIGANDS_954	6.59	6.27	2.0
A2A_LIGANDS_3685	6.86	6.43	2.0
A2A_LIGANDS_1603	4.22	4.548	2.0
A2A_LIGANDS_877	7.62	7.424	2.0
A2A_LIGANDS_1884	5.02	5.424	2.0
A2A_LIGANDS_2200	5.2	5.31	2.0
A2A_LIGANDS_2557	6.7	6.814	2.0
A2A_LIGANDS_3298	9.22	9.047	2.0
A2A_LIGANDS_1802	6.6	8.0	2.0
A2A_LIGANDS_2385	5.21	6.034	2.0
A2A_LIGANDS_3849	6.61	5.772	2.0
A2A_LIGANDS_3029	6.54	6.594	2.0
A2A_LIGANDS_2931	6.72	6.548	2.0
A2A_LIGANDS_2327	7.485	6.515	2.0
A2A_LIGANDS_3255	8.16	7.78	2.0
A2A_LIGANDS_202	5.22	6.572	2.0
A2A_LIGANDS_3958	9.54	9.86	2.0
A2A_LIGANDS_641	6.49	7.23	2.0
A2A_LIGANDS_317	6.63	7.276	2.0
A2A_LIGANDS_1479	7.41	6.698	2.0
A2A_LIGANDS_1282	5.63	6.538	2.0
A2A_LIGANDS_1663	8.51	9.264	2.0
A2A_LIGANDS_4005	8.4	6.144	2.0
A2A_LIGANDS_3627	4.87	4.998	2.0
A2A_LIGANDS_3060	6.69	6.588	2.0
A2A_LIGANDS_3762	7.02	6.233	2.0
A2A_LIGANDS_3625	6.37	5.978	2.0
A2A_LIGANDS_1570	7.07	8.285	2.0
A2A_LIGANDS_2146	7.99	7.196	2.0
A2A_LIGANDS_1751	6.94	6.854	2.0
A2A_LIGANDS_2454	7.103	6.152	2.0
A2A_LIGANDS_200	7.293	6.994	2.0
A2A_LIGANDS_3099	8.23	7.412	2.0
A2A_LIGANDS_3561	8.985	9.359	2.0
A2A_LIGANDS_2695	9.7	8.362	2.0
A2A_LIGANDS_2343	5.25	5.689	2.0
A2A_LIGANDS_3798	7.07	6.298	2.0
A2A_LIGANDS_3342	6.47	6.676	2.0
A2A_LIGANDS_2317	8.3	7.796	2.0
A2A_LIGANDS_995	7.7	8.452	2.0
A2A_LIGANDS_2777	6.1	6.362	2.0
A2A_LIGANDS_3152	5.04	5.916	2.0
A2A_LIGANDS_3003	6.2	6.314	2.0
A2A_LIGANDS_241	6.1	6.784	2.0
A2A_LIGANDS_189	8.27	8.24	2.0
A2A_LIGANDS_21	5.87	7.386	2.0
A2A_LIGANDS_3735	5.87	5.34	2.0
A2A_LIGANDS_3507	5.97	5.902	2.0
A2A_LIGANDS_2023	6.3	6.2	3.0
A2A_LIGANDS_2937	5.66	6.096	3.0
A2A_LIGANDS_602	6.6	7.048	3.0
A2A_LIGANDS_3564	7.94	8.527	3.0
A2A_LIGANDS_1231	6.95	6.906	3.0
A2A_LIGANDS_2045	6.2	5.554	3.0
A2A_LIGANDS_3528	6.82	6.224	3.0
A2A_LIGANDS_155	7.7	7.37	3.0
A2A_LIGANDS_2833	5.65	5.499	3.0
A2A_LIGANDS_371	5.14	5.128	3.0
A2A_LIGANDS_1978	7.7	6.568	3.0
A2A_LIGANDS_1754	7.23	7.248	3.0
A2A_LIGANDS_3526	8.64	8.499	3.0
A2A_LIGANDS_3058	5.99	6.007	3.0
A2A_LIGANDS_3292	7.8	7.65	3.0
A2A_LIGANDS_2228	7.31	6.65	3.0
A2A_LIGANDS_1117	7.28	7.42	3.0
A2A_LIGANDS_288	7.38	7.012	3.0
A2A_LIGANDS_4067	6.34	6.542	3.0
A2A_LIGANDS_3592	6.58	7.11	3.0
A2A_LIGANDS_1777	6.233	8.092	3.0
A2A_LIGANDS_2852	9.37	9.094	3.0
A2A_LIGANDS_2241	4.8	5.672	3.0
A2A_LIGANDS_3016	9.4	9.122	3.0
A2A_LIGANDS_742	7.55	7.244	3.0
A2A_LIGANDS_2111	6.99	6.188	3.0
A2A_LIGANDS_1097	8.4	7.984	3.0
A2A_LIGANDS_921	9.0	8.947	3.0
A2A_LIGANDS_1764	6.64	7.506	3.0
A2A_LIGANDS_2964	5.11	5.164	3.0
A2A_LIGANDS_2819	7.38	7.244	3.0
A2A_LIGANDS_2732	6.09	6.352	3.0
A2A_LIGANDS_3895	8.41	8.284	3.0
A2A_LIGANDS_3699	7.24	6.488	3.0
A2A_LIGANDS_565	7.67	8.12	3.0
A2A_LIGANDS_3465	5.15	6.434	3.0
A2A_LIGANDS_695	7.64	8.442	3.0
A2A_LIGANDS_2292	7.85	7.55	3.0
A2A_LIGANDS_533	5.69	5.422	3.0
A2A_LIGANDS_3315	8.18	8.614	3.0
A2A_LIGANDS_3806	7.02	7.78	3.0
A2A_LIGANDS_3610	7.6	7.472	3.0
A2A_LIGANDS_522	9.96	7.816	3.0
A2A_LIGANDS_1886	7.25	7.478	3.0
A2A_LIGANDS_367	7.1	7.342	3.0
A2A_LIGANDS_1497	8.96	9.018	3.0
A2A_LIGANDS_2456	5.19	4.902	3.0
A2A_LIGANDS_3028	8.19	7.786	3.0
A2A_LIGANDS_3984	7.33	7.446	3.0
A2A_LIGANDS_1143	5.46	6.078	3.0
A2A_LIGANDS_191	8.19	8.632	3.0
A2A_LIGANDS_2057	7.05	7.252	3.0
A2A_LIGANDS_3109	7.22	7.14	3.0
A2A_LIGANDS_1735	7.15	6.342	3.0
A2A_LIGANDS_2987	9.15	6.984	3.0
A2A_LIGANDS_2463	6.2	6.364	3.0
A2A_LIGANDS_212	7.47	7.24	3.0
A2A_LIGANDS_981	5.97	6.295	3.0
A2A_LIGANDS_1551	7.135	7.17	3.0
A2A_LIGANDS_767	7.63	7.07	3.0
A2A_LIGANDS_819	7.41	7.244	3.0
A2A_LIGANDS_2788	6.05	6.134	3.0
A2A_LIGANDS_3049	7.41	7.048	3.0
A2A_LIGANDS_542	7.18	7.13	3.0
A2A_LIGANDS_2776	8.38	8.124	3.0
A2A_LIGANDS_2850	7.93	8.24	3.0
A2A_LIGANDS_1181	4.65	6.39	3.0
A2A_LIGANDS_2780	7.427	5.913	3.0
A2A_LIGANDS_1442	7.04	7.286	3.0
A2A_LIGANDS_261	6.11	5.866	3.0
A2A_LIGANDS_2727	7.08	7.845	3.0
A2A_LIGANDS_3205	7.49	7.03	3.0
A2A_LIGANDS_2943	8.62	8.225	3.0
A2A_LIGANDS_2602	6.98	6.508	3.0
A2A_LIGANDS_626	6.68	6.944	3.0
A2A_LIGANDS_3344	5.28	5.684	3.0
A2A_LIGANDS_286	7.24	7.752	3.0
A2A_LIGANDS_2963	6.33	6.256	3.0
A2A_LIGANDS_3789	7.41	6.784	3.0
A2A_LIGANDS_3834	7.82	6.915	3.0
A2A_LIGANDS_1971	6.83	6.504	3.0
A2A_LIGANDS_508	7.7	7.28	3.0
A2A_LIGANDS_1546	7.08	7.746	3.0
A2A_LIGANDS_482	5.1	6.182	3.0
A2A_LIGANDS_1225	5.67	7.614	3.0
A2A_LIGANDS_1656	6.05	6.822	3.0
A2A_LIGANDS_3020	8.43	6.768	3.0
A2A_LIGANDS_3568	6.92	6.638	3.0
A2A_LIGANDS_1606	4.84	5.364	3.0
A2A_LIGANDS_643	9.0	8.61	3.0
A2A_LIGANDS_2086	5.44	6.304	3.0
A2A_LIGANDS_1681	8.64	9.204	3.0
A2A_LIGANDS_3329	6.64	6.102	3.0
A2A_LIGANDS_2540	6.95	7.326	3.0
A2A_LIGANDS_3211	8.075	6.802	3.0
A2A_LIGANDS_3194	5.24	5.792	3.0
A2A_LIGANDS_303	7.0	7.362	3.0
A2A_LIGANDS_2742	8.3	6.584	3.0
A2A_LIGANDS_3215	8.7	6.98	3.0
A2A_LIGANDS_1099	6.19	6.944	3.0
