QSPRID	pchembl_value_Median_class_Label	pchembl_value_Median_class_Prediction	pchembl_value_Median_class_ProbabilityClass_0	pchembl_value_Median_class_ProbabilityClass_1
A2A_LIGANDS_0415	True	0	0.64	0.36
A2A_LIGANDS_1278	True	1	0.16	0.84
A2A_LIGANDS_2323	False	0	0.9	0.1
A2A_LIGANDS_3855	False	0	0.87	0.13
A2A_LIGANDS_2638	True	1	0.21	0.79
A2A_LIGANDS_3490	True	1	0.36	0.64
A2A_LIGANDS_3924	False	0	0.62	0.38
A2A_LIGANDS_1720	False	1	0.07	0.93
A2A_LIGANDS_3071	True	0	0.62	0.38
A2A_LIGANDS_3132	True	1	0.27	0.73
A2A_LIGANDS_1299	False	1	0.23	0.77
A2A_LIGANDS_2974	False	0	0.97	0.03
A2A_LIGANDS_1507	True	1	0.3	0.7
A2A_LIGANDS_0670	True	1	0.09	0.91
A2A_LIGANDS_0058	True	1	0.03	0.97
A2A_LIGANDS_0076	False	0	0.99	0.01
A2A_LIGANDS_0368	True	1	0.05	0.95
A2A_LIGANDS_1366	True	1	0.05	0.95
A2A_LIGANDS_0744	True	1	0.18	0.82
A2A_LIGANDS_3628	False	0	1.0	0.0
A2A_LIGANDS_2632	True	1	0.35	0.65
A2A_LIGANDS_3565	False	1	0.27	0.73
A2A_LIGANDS_0705	False	0	0.9	0.1
A2A_LIGANDS_4057	False	1	0.25	0.75
A2A_LIGANDS_1330	True	1	0.18	0.82
A2A_LIGANDS_1878	True	1	0.07	0.93
A2A_LIGANDS_3948	False	0	0.99	0.01
A2A_LIGANDS_3322	False	0	0.85	0.15
A2A_LIGANDS_0124	False	0	0.91	0.09
A2A_LIGANDS_3248	True	1	0.02	0.98
A2A_LIGANDS_1149	False	0	0.56	0.44
A2A_LIGANDS_2288	False	0	0.77	0.23
A2A_LIGANDS_3429	True	1	0.09	0.91
A2A_LIGANDS_1174	True	1	0.01	0.99
A2A_LIGANDS_0429	True	1	0.08	0.92
A2A_LIGANDS_1483	False	0	0.94	0.06
A2A_LIGANDS_3353	True	1	0.3	0.7
A2A_LIGANDS_1135	True	1	0.0	1.0
A2A_LIGANDS_1414	False	0	0.65	0.35
A2A_LIGANDS_2614	True	1	0.09	0.91
A2A_LIGANDS_2401	True	1	0.24	0.76
A2A_LIGANDS_1056	False	1	0.14	0.86
A2A_LIGANDS_0387	False	0	0.54	0.46
A2A_LIGANDS_0030	True	1	0.33	0.67
A2A_LIGANDS_2698	True	1	0.29	0.71
A2A_LIGANDS_0203	True	0	0.59	0.41
A2A_LIGANDS_0809	True	1	0.04	0.96
A2A_LIGANDS_3973	True	1	0.01	0.99
A2A_LIGANDS_0790	False	0	0.97	0.03
A2A_LIGANDS_2431	True	1	0.09	0.91
A2A_LIGANDS_3460	False	0	0.86	0.14
A2A_LIGANDS_2844	True	1	0.02	0.98
A2A_LIGANDS_2722	False	1	0.05	0.95
A2A_LIGANDS_0478	True	1	0.08	0.92
A2A_LIGANDS_3288	True	1	0.17	0.83
A2A_LIGANDS_2164	True	1	0.03	0.97
A2A_LIGANDS_0443	False	0	0.66	0.34
A2A_LIGANDS_4077	True	1	0.02	0.98
A2A_LIGANDS_1718	False	1	0.42	0.58
A2A_LIGANDS_3500	False	0	0.74	0.26
A2A_LIGANDS_0192	False	0	0.98	0.02
A2A_LIGANDS_0567	False	0	0.84	0.16
A2A_LIGANDS_1298	True	1	0.0	1.0
A2A_LIGANDS_1644	True	1	0.01	0.99
A2A_LIGANDS_0006	False	1	0.25	0.75
A2A_LIGANDS_0439	False	0	0.95	0.05
A2A_LIGANDS_0289	False	0	0.83	0.17
A2A_LIGANDS_0733	False	0	0.9	0.1
A2A_LIGANDS_2807	True	1	0.17	0.83
A2A_LIGANDS_3488	True	1	0.06	0.94
A2A_LIGANDS_2245	True	1	0.02	0.98
A2A_LIGANDS_1373	False	1	0.09	0.91
A2A_LIGANDS_1293	False	0	0.94	0.06
A2A_LIGANDS_0842	True	1	0.01	0.99
A2A_LIGANDS_2080	True	1	0.11	0.89
A2A_LIGANDS_3559	True	1	0.03	0.97
A2A_LIGANDS_3793	True	1	0.09	0.91
A2A_LIGANDS_0194	True	1	0.09	0.91
A2A_LIGANDS_0450	True	1	0.21	0.79
A2A_LIGANDS_3923	True	1	0.38	0.62
A2A_LIGANDS_1431	True	1	0.22	0.78
A2A_LIGANDS_0029	False	0	0.76	0.24
A2A_LIGANDS_2984	True	1	0.0	1.0
A2A_LIGANDS_0838	True	1	0.05	0.95
A2A_LIGANDS_2677	True	1	0.29	0.71
A2A_LIGANDS_3264	True	1	0.22	0.78
A2A_LIGANDS_3530	False	0	0.98	0.02
A2A_LIGANDS_3021	False	0	0.82	0.18
A2A_LIGANDS_3258	True	1	0.09	0.91
A2A_LIGANDS_2664	True	1	0.42	0.58
A2A_LIGANDS_3774	False	1	0.09	0.91
A2A_LIGANDS_1807	True	1	0.04	0.96
A2A_LIGANDS_3901	False	1	0.39	0.61
A2A_LIGANDS_0932	True	1	0.0	1.0
A2A_LIGANDS_0222	True	1	0.16	0.84
A2A_LIGANDS_3600	True	1	0.0	1.0
A2A_LIGANDS_0720	True	1	0.15	0.85
A2A_LIGANDS_0573	True	1	0.01	0.99
A2A_LIGANDS_1068	True	1	0.12	0.88
A2A_LIGANDS_3449	False	1	0.03	0.97
A2A_LIGANDS_1613	True	1	0.18	0.82
A2A_LIGANDS_1334	True	1	0.13	0.87
A2A_LIGANDS_2124	True	0	0.53	0.47
A2A_LIGANDS_0787	False	0	0.61	0.39
A2A_LIGANDS_0080	True	1	0.26	0.74
A2A_LIGANDS_0257	True	1	0.0	1.0
A2A_LIGANDS_0295	True	1	0.01	0.99
A2A_LIGANDS_2689	False	0	0.53	0.47
A2A_LIGANDS_3778	False	1	0.46	0.54
A2A_LIGANDS_3196	False	0	0.67	0.33
A2A_LIGANDS_0812	True	1	0.0	1.0
A2A_LIGANDS_0893	True	1	0.02	0.98
A2A_LIGANDS_0912	False	1	0.45	0.55
A2A_LIGANDS_2179	True	1	0.0	1.0
A2A_LIGANDS_2099	False	0	0.78	0.22
A2A_LIGANDS_1740	True	1	0.14	0.86
A2A_LIGANDS_3906	True	0	0.57	0.43
A2A_LIGANDS_2916	True	1	0.0	1.0
A2A_LIGANDS_1173	False	0	0.99	0.01
A2A_LIGANDS_1921	True	1	0.1	0.9
A2A_LIGANDS_2202	True	1	0.02	0.98
A2A_LIGANDS_3166	False	1	0.36	0.64
A2A_LIGANDS_2791	True	1	0.08	0.92
A2A_LIGANDS_3731	False	0	0.95	0.05
A2A_LIGANDS_3503	True	1	0.13	0.87
A2A_LIGANDS_0654	True	1	0.02	0.98
A2A_LIGANDS_3852	False	0	0.98	0.02
A2A_LIGANDS_2758	True	1	0.38	0.62
A2A_LIGANDS_2714	True	1	0.03	0.97
A2A_LIGANDS_2251	True	1	0.11	0.89
A2A_LIGANDS_0411	True	1	0.2	0.8
A2A_LIGANDS_2760	True	1	0.01	0.99
A2A_LIGANDS_1041	False	0	0.71	0.29
A2A_LIGANDS_1221	False	0	0.78	0.22
A2A_LIGANDS_1491	False	1	0.14	0.86
A2A_LIGANDS_1746	True	1	0.12	0.88
A2A_LIGANDS_1498	True	1	0.17	0.83
A2A_LIGANDS_0657	True	1	0.32	0.68
A2A_LIGANDS_1003	False	1	0.25	0.75
A2A_LIGANDS_2053	True	1	0.3	0.7
A2A_LIGANDS_0776	False	0	1.0	0.0
A2A_LIGANDS_3917	True	1	0.02	0.98
A2A_LIGANDS_0152	False	1	0.33	0.67
A2A_LIGANDS_3880	True	1	0.35	0.65
A2A_LIGANDS_2988	False	0	1.0	0.0
A2A_LIGANDS_2249	True	1	0.05	0.95
A2A_LIGANDS_0102	True	1	0.24	0.76
A2A_LIGANDS_1422	True	1	0.04	0.96
A2A_LIGANDS_3652	True	1	0.09	0.91
A2A_LIGANDS_0239	False	0	0.58	0.42
A2A_LIGANDS_0785	False	1	0.43	0.57
A2A_LIGANDS_1947	True	1	0.09	0.91
A2A_LIGANDS_3512	True	1	0.28	0.72
A2A_LIGANDS_1626	False	0	1.0	0.0
A2A_LIGANDS_3370	False	0	0.87	0.13
A2A_LIGANDS_2515	False	0	0.98	0.02
A2A_LIGANDS_1922	False	1	0.27	0.73
A2A_LIGANDS_2077	True	1	0.14	0.86
A2A_LIGANDS_2570	True	1	0.0	1.0
A2A_LIGANDS_1805	True	1	0.01	0.99
A2A_LIGANDS_2942	True	1	0.04	0.96
A2A_LIGANDS_2846	True	1	0.01	0.99
A2A_LIGANDS_0807	True	0	0.71	0.29
A2A_LIGANDS_0332	True	1	0.08	0.92
A2A_LIGANDS_1514	True	1	0.06	0.94
A2A_LIGANDS_2351	True	1	0.03	0.97
A2A_LIGANDS_1898	True	1	0.02	0.98
A2A_LIGANDS_0888	False	1	0.17	0.83
A2A_LIGANDS_0816	False	1	0.06	0.94
A2A_LIGANDS_2940	True	1	0.0	1.0
A2A_LIGANDS_1736	True	1	0.06	0.94
A2A_LIGANDS_3224	False	0	1.0	0.0
A2A_LIGANDS_3477	False	1	0.07	0.93
A2A_LIGANDS_2127	True	0	0.82	0.18
A2A_LIGANDS_3672	True	1	0.01	0.99
A2A_LIGANDS_3107	False	0	0.83	0.17
A2A_LIGANDS_2989	False	0	0.92	0.08
A2A_LIGANDS_2678	True	1	0.03	0.97
A2A_LIGANDS_3720	True	1	0.02	0.98
A2A_LIGANDS_2345	True	1	0.04	0.96
A2A_LIGANDS_4054	True	1	0.01	0.99
A2A_LIGANDS_1611	False	1	0.19	0.81
A2A_LIGANDS_2115	True	1	0.05	0.95
A2A_LIGANDS_2110	False	0	0.66	0.34
A2A_LIGANDS_0554	False	1	0.22	0.78
A2A_LIGANDS_2898	True	1	0.0	1.0
A2A_LIGANDS_2866	False	0	0.94	0.06
A2A_LIGANDS_2925	True	1	0.18	0.82
A2A_LIGANDS_1967	True	1	0.0	1.0
A2A_LIGANDS_3946	True	1	0.02	0.98
A2A_LIGANDS_3392	True	1	0.0	1.0
A2A_LIGANDS_3940	True	1	0.07	0.93
A2A_LIGANDS_1420	True	1	0.04	0.96
A2A_LIGANDS_3173	True	1	0.29	0.71
A2A_LIGANDS_3701	False	1	0.45	0.55
A2A_LIGANDS_1032	False	1	0.03	0.97
A2A_LIGANDS_1703	True	1	0.08	0.92
A2A_LIGANDS_3537	False	1	0.06	0.94
A2A_LIGANDS_1727	True	0	0.99	0.01
A2A_LIGANDS_1281	False	0	0.95	0.05
A2A_LIGANDS_2794	True	1	0.19	0.81
A2A_LIGANDS_3953	True	0	0.56	0.44
A2A_LIGANDS_1411	True	1	0.08	0.92
A2A_LIGANDS_1697	False	0	0.51	0.49
A2A_LIGANDS_1027	False	0	0.71	0.29
A2A_LIGANDS_0729	True	0	0.51	0.49
A2A_LIGANDS_3853	True	1	0.01	0.99
A2A_LIGANDS_1503	True	1	0.2	0.8
A2A_LIGANDS_0721	True	1	0.03	0.97
A2A_LIGANDS_1873	True	1	0.31	0.69
A2A_LIGANDS_1071	False	0	0.87	0.13
A2A_LIGANDS_1600	True	1	0.13	0.87
A2A_LIGANDS_1402	True	0	0.55	0.45
A2A_LIGANDS_2338	False	1	0.1	0.9
A2A_LIGANDS_1612	False	0	0.99	0.01
A2A_LIGANDS_0346	True	0	0.79	0.21
A2A_LIGANDS_3035	False	1	0.41	0.59
A2A_LIGANDS_2670	True	1	0.15	0.85
A2A_LIGANDS_2059	True	1	0.03	0.97
A2A_LIGANDS_0903	True	1	0.06	0.94
A2A_LIGANDS_3347	True	1	0.02	0.98
A2A_LIGANDS_0764	False	0	0.64	0.36
A2A_LIGANDS_1915	True	1	0.0	1.0
A2A_LIGANDS_2525	False	0	1.0	0.0
A2A_LIGANDS_1480	True	1	0.02	0.98
A2A_LIGANDS_1393	False	0	0.75	0.25
A2A_LIGANDS_0178	False	1	0.34	0.66
A2A_LIGANDS_3876	True	1	0.12	0.88
A2A_LIGANDS_3442	True	1	0.02	0.98
A2A_LIGANDS_0871	True	1	0.07	0.93
A2A_LIGANDS_4056	False	0	0.94	0.06
A2A_LIGANDS_1395	False	0	0.71	0.29
A2A_LIGANDS_3518	True	1	0.15	0.85
A2A_LIGANDS_3971	True	1	0.14	0.86
A2A_LIGANDS_0025	False	0	0.9	0.1
A2A_LIGANDS_0864	True	1	0.18	0.82
A2A_LIGANDS_2223	True	1	0.0	1.0
A2A_LIGANDS_3891	True	1	0.0	1.0
A2A_LIGANDS_0173	False	1	0.11	0.89
A2A_LIGANDS_0949	False	1	0.03	0.97
A2A_LIGANDS_3121	True	0	0.83	0.17
A2A_LIGANDS_0331	True	1	0.11	0.89
A2A_LIGANDS_2104	True	1	0.04	0.96
A2A_LIGANDS_0430	True	1	0.0	1.0
A2A_LIGANDS_1862	False	0	0.51	0.49
A2A_LIGANDS_2066	True	0	0.82	0.18
A2A_LIGANDS_3659	False	1	0.16	0.84
A2A_LIGANDS_1468	True	1	0.07	0.93
A2A_LIGANDS_0479	True	1	0.07	0.93
A2A_LIGANDS_0952	True	1	0.09	0.91
A2A_LIGANDS_2316	True	1	0.24	0.76
A2A_LIGANDS_0798	True	1	0.22	0.78
A2A_LIGANDS_1840	True	1	0.08	0.92
A2A_LIGANDS_3557	False	1	0.2	0.8
A2A_LIGANDS_3698	True	1	0.01	0.99
A2A_LIGANDS_3824	False	1	0.45	0.55
A2A_LIGANDS_2018	True	1	0.03	0.97
A2A_LIGANDS_2918	True	1	0.44	0.56
A2A_LIGANDS_0324	False	0	1.0	0.0
A2A_LIGANDS_1321	False	0	0.61	0.39
A2A_LIGANDS_4028	True	0	0.55	0.45
A2A_LIGANDS_0468	True	1	0.04	0.96
A2A_LIGANDS_0561	False	1	0.23	0.77
A2A_LIGANDS_1829	False	1	0.06	0.94
A2A_LIGANDS_2344	True	1	0.14	0.86
A2A_LIGANDS_3054	False	0	0.99	0.01
A2A_LIGANDS_3142	True	1	0.08	0.92
A2A_LIGANDS_2825	True	1	0.09	0.91
A2A_LIGANDS_3975	False	1	0.24	0.76
A2A_LIGANDS_3803	True	1	0.07	0.93
A2A_LIGANDS_0061	True	1	0.0	1.0
A2A_LIGANDS_0969	True	1	0.17	0.83
A2A_LIGANDS_1001	False	0	1.0	0.0
A2A_LIGANDS_2131	True	1	0.01	0.99
A2A_LIGANDS_0254	False	1	0.13	0.87
A2A_LIGANDS_2750	True	1	0.0	1.0
A2A_LIGANDS_1233	True	1	0.16	0.84
A2A_LIGANDS_2915	True	1	0.0	1.0
A2A_LIGANDS_1916	False	0	1.0	0.0
A2A_LIGANDS_2411	False	0	1.0	0.0
A2A_LIGANDS_2619	True	1	0.22	0.78
A2A_LIGANDS_1419	True	1	0.01	0.99
A2A_LIGANDS_0067	False	0	0.9	0.1
A2A_LIGANDS_1844	False	0	0.97	0.03
A2A_LIGANDS_0937	True	0	0.7	0.3
