QSPRID	pchembl_value_Median_class_Label	pchembl_value_Median_class_Prediction	pchembl_value_Median_class_ProbabilityClass_0	pchembl_value_Median_class_ProbabilityClass_1	Fold
A2A_LIGANDS_2860	True	1	0.015	0.985	0.0
A2A_LIGANDS_2872	False	0	0.81	0.19	0.0
A2A_LIGANDS_2880	True	1	0.02	0.98	0.0
A2A_LIGANDS_2897	True	1	0.0	1.0	0.0
A2A_LIGANDS_2905	False	0	0.84	0.16	0.0
A2A_LIGANDS_2914	True	1	0.255	0.745	0.0
A2A_LIGANDS_2915	True	1	0.0	1.0	0.0
A2A_LIGANDS_2924	True	1	0.015	0.985	0.0
A2A_LIGANDS_2928	True	1	0.055	0.945	0.0
A2A_LIGANDS_2930	True	0	0.54	0.46	0.0
A2A_LIGANDS_2933	False	0	0.965	0.035	0.0
A2A_LIGANDS_2937	False	0	0.74	0.26	0.0
A2A_LIGANDS_2938	True	1	0.005	0.995	0.0
A2A_LIGANDS_2939	True	0	0.57	0.43	0.0
A2A_LIGANDS_2945	False	0	0.94	0.06	0.0
A2A_LIGANDS_2950	False	0	0.995	0.005	0.0
A2A_LIGANDS_2952	False	0	0.75	0.25	0.0
A2A_LIGANDS_2953	True	1	0.15	0.85	0.0
A2A_LIGANDS_2957	False	1	0.345	0.655	0.0
A2A_LIGANDS_2958	False	0	0.94	0.06	0.0
A2A_LIGANDS_2960	False	0	0.88	0.12	0.0
A2A_LIGANDS_2967	False	0	0.7425	0.2575	0.0
A2A_LIGANDS_2973	False	1	0.47	0.53	0.0
A2A_LIGANDS_3000	True	1	0.155	0.845	0.0
A2A_LIGANDS_3003	False	0	0.785	0.215	0.0
A2A_LIGANDS_3018	True	1	0.04	0.96	0.0
A2A_LIGANDS_3024	True	0	0.64	0.36	0.0
A2A_LIGANDS_3031	True	1	0.315	0.685	0.0
A2A_LIGANDS_3040	True	1	0.175	0.825	0.0
A2A_LIGANDS_3041	True	1	0.3025	0.6975	0.0
A2A_LIGANDS_3044	True	1	0.19	0.81	0.0
A2A_LIGANDS_3067	False	0	0.95	0.05	0.0
A2A_LIGANDS_3082	False	0	0.785	0.215	0.0
A2A_LIGANDS_3097	True	1	0.02	0.98	0.0
A2A_LIGANDS_3100	True	1	0.025	0.975	0.0
A2A_LIGANDS_3104	False	1	0.415	0.585	0.0
A2A_LIGANDS_3112	True	1	0.205	0.795	0.0
A2A_LIGANDS_3126	True	1	0.02	0.98	0.0
A2A_LIGANDS_3129	False	0	0.925	0.075	0.0
A2A_LIGANDS_3130	True	1	0.14	0.86	0.0
A2A_LIGANDS_3131	True	1	0.18	0.82	0.0
A2A_LIGANDS_3134	True	1	0.315	0.685	0.0
A2A_LIGANDS_3148	True	1	0.015	0.985	0.0
A2A_LIGANDS_3163	False	0	0.735	0.265	0.0
A2A_LIGANDS_3165	True	1	0.185	0.815	0.0
A2A_LIGANDS_3176	False	0	0.57	0.43	0.0
A2A_LIGANDS_3177	False	0	0.535	0.465	0.0
A2A_LIGANDS_3193	False	0	0.88	0.12	0.0
A2A_LIGANDS_3198	True	1	0.25	0.75	0.0
A2A_LIGANDS_3206	True	1	0.04	0.96	0.0
A2A_LIGANDS_3207	True	1	0.06	0.94	0.0
A2A_LIGANDS_3211	True	1	0.115	0.885	0.0
A2A_LIGANDS_3217	True	1	0.125	0.875	0.0
A2A_LIGANDS_3218	True	0	0.735	0.265	0.0
A2A_LIGANDS_3221	False	0	0.915	0.085	0.0
A2A_LIGANDS_3222	True	1	0.3	0.7	0.0
A2A_LIGANDS_3229	True	1	0.28	0.72	0.0
A2A_LIGANDS_3240	True	1	0.13	0.87	0.0
A2A_LIGANDS_3247	True	1	0.03	0.97	0.0
A2A_LIGANDS_3249	True	1	0.025	0.975	0.0
A2A_LIGANDS_3253	True	1	0.09	0.91	0.0
A2A_LIGANDS_3260	False	0	1.0	0.0	0.0
A2A_LIGANDS_3268	True	0	0.59	0.41	0.0
A2A_LIGANDS_3269	True	1	0.165	0.835	0.0
A2A_LIGANDS_3270	False	0	0.95	0.05	0.0
A2A_LIGANDS_3274	True	1	0.3	0.7	0.0
A2A_LIGANDS_3278	True	0	0.595	0.405	0.0
A2A_LIGANDS_3280	False	0	0.895	0.105	0.0
A2A_LIGANDS_3290	True	0	0.5	0.5	0.0
A2A_LIGANDS_3292	True	1	0.15	0.85	0.0
A2A_LIGANDS_3293	False	0	0.87	0.13	0.0
A2A_LIGANDS_3308	True	1	0.14	0.86	0.0
A2A_LIGANDS_3326	False	0	0.765	0.235	0.0
A2A_LIGANDS_3329	True	1	0.06	0.94	0.0
A2A_LIGANDS_3330	True	1	0.01	0.99	0.0
A2A_LIGANDS_3341	False	0	0.825	0.175	0.0
A2A_LIGANDS_3352	False	1	0.42	0.58	0.0
A2A_LIGANDS_3355	False	1	0.27	0.73	0.0
A2A_LIGANDS_3359	True	0	0.695	0.305	0.0
A2A_LIGANDS_3364	True	1	0.03	0.97	0.0
A2A_LIGANDS_3376	True	1	0.03	0.97	0.0
A2A_LIGANDS_3377	True	1	0.0	1.0	0.0
A2A_LIGANDS_3398	True	1	0.005	0.995	0.0
A2A_LIGANDS_3418	True	1	0.0	1.0	0.0
A2A_LIGANDS_3420	False	1	0.07	0.93	0.0
A2A_LIGANDS_3438	False	0	0.97	0.03	0.0
A2A_LIGANDS_3447	False	1	0.405	0.595	0.0
A2A_LIGANDS_3457	False	0	0.79	0.21	0.0
A2A_LIGANDS_3459	True	1	0.125	0.875	0.0
A2A_LIGANDS_3469	True	1	0.0	1.0	0.0
A2A_LIGANDS_3486	True	1	0.075	0.925	0.0
A2A_LIGANDS_3487	True	1	0.08	0.92	0.0
A2A_LIGANDS_3515	True	1	0.13	0.87	0.0
A2A_LIGANDS_3519	True	1	0.035	0.965	0.0
A2A_LIGANDS_3522	True	1	0.0	1.0	0.0
A2A_LIGANDS_3529	True	1	0.23	0.77	0.0
A2A_LIGANDS_3530	False	0	0.95	0.05	0.0
A2A_LIGANDS_3533	True	1	0.1	0.9	0.0
A2A_LIGANDS_3541	False	0	0.94	0.06	0.0
A2A_LIGANDS_3546	True	1	0.005	0.995	0.0
A2A_LIGANDS_3549	False	1	0.04	0.96	0.0
A2A_LIGANDS_3562	True	1	0.06	0.94	0.0
A2A_LIGANDS_3569	True	1	0.01	0.99	0.0
A2A_LIGANDS_3573	False	0	1.0	0.0	0.0
A2A_LIGANDS_3574	True	1	0.26	0.74	0.0
A2A_LIGANDS_3578	True	0	0.59	0.41	0.0
A2A_LIGANDS_3580	False	0	0.715	0.285	0.0
A2A_LIGANDS_3619	False	0	0.95	0.05	0.0
A2A_LIGANDS_3624	True	1	0.0	1.0	0.0
A2A_LIGANDS_3627	False	0	0.95	0.05	0.0
A2A_LIGANDS_3628	False	0	0.995	0.005	0.0
A2A_LIGANDS_3639	False	0	0.96	0.04	0.0
A2A_LIGANDS_3644	True	1	0.0	1.0	0.0
A2A_LIGANDS_3646	False	1	0.31	0.69	0.0
A2A_LIGANDS_3652	True	1	0.075	0.925	0.0
A2A_LIGANDS_3665	True	1	0.07	0.93	0.0
A2A_LIGANDS_3668	True	1	0.33	0.67	0.0
A2A_LIGANDS_3670	True	1	0.07	0.93	0.0
A2A_LIGANDS_3675	True	1	0.225	0.775	0.0
A2A_LIGANDS_3677	False	0	0.955	0.045	0.0
A2A_LIGANDS_3684	False	0	0.99	0.01	0.0
A2A_LIGANDS_3686	True	0	0.96	0.04	0.0
A2A_LIGANDS_3693	False	0	0.985	0.015	0.0
A2A_LIGANDS_3694	True	0	0.59	0.41	0.0
A2A_LIGANDS_3701	False	1	0.315	0.685	0.0
A2A_LIGANDS_3709	False	1	0.265	0.735	0.0
A2A_LIGANDS_3715	True	1	0.0	1.0	0.0
A2A_LIGANDS_3733	False	0	1.0	0.0	0.0
A2A_LIGANDS_3735	False	0	0.925	0.075	0.0
A2A_LIGANDS_3741	False	1	0.4	0.6	0.0
A2A_LIGANDS_3750	True	1	0.155	0.845	0.0
A2A_LIGANDS_3758	False	0	0.875	0.125	0.0
A2A_LIGANDS_3761	True	1	0.24	0.76	0.0
A2A_LIGANDS_3763	True	0	0.88	0.12	0.0
A2A_LIGANDS_3768	True	1	0.0	1.0	0.0
A2A_LIGANDS_3769	False	0	0.68	0.32	0.0
A2A_LIGANDS_3770	False	0	0.805	0.195	0.0
A2A_LIGANDS_3781	True	1	0.1	0.9	0.0
A2A_LIGANDS_3782	True	0	0.835	0.165	0.0
A2A_LIGANDS_3784	True	1	0.0	1.0	0.0
A2A_LIGANDS_3792	False	0	0.56	0.44	0.0
A2A_LIGANDS_3802	True	1	0.0	1.0	0.0
A2A_LIGANDS_3803	True	1	0.005	0.995	0.0
A2A_LIGANDS_3813	False	0	0.975	0.025	0.0
A2A_LIGANDS_3828	False	0	0.83	0.17	0.0
A2A_LIGANDS_3829	False	1	0.3	0.7	0.0
A2A_LIGANDS_3831	True	1	0.145	0.855	0.0
A2A_LIGANDS_3844	True	1	0.295	0.705	0.0
A2A_LIGANDS_3847	True	0	0.7825	0.2175	0.0
A2A_LIGANDS_3856	True	1	0.2	0.8	0.0
A2A_LIGANDS_3858	False	0	0.89	0.11	0.0
A2A_LIGANDS_3859	True	1	0.055	0.945	0.0
A2A_LIGANDS_3879	True	1	0.0	1.0	0.0
A2A_LIGANDS_3882	False	0	0.645	0.355	0.0
A2A_LIGANDS_3883	True	0	0.735	0.265	0.0
A2A_LIGANDS_3884	False	0	0.77	0.23	0.0
A2A_LIGANDS_3886	True	1	0.035	0.965	0.0
A2A_LIGANDS_3893	True	1	0.03	0.97	0.0
A2A_LIGANDS_3906	True	1	0.025	0.975	0.0
A2A_LIGANDS_3912	False	1	0.245	0.755	0.0
A2A_LIGANDS_3918	True	1	0.04	0.96	0.0
A2A_LIGANDS_3921	True	1	0.005	0.995	0.0
A2A_LIGANDS_3926	True	1	0.0	1.0	0.0
A2A_LIGANDS_3933	False	1	0.235	0.765	0.0
A2A_LIGANDS_3934	True	1	0.13	0.87	0.0
A2A_LIGANDS_3938	False	1	0.135	0.865	0.0
A2A_LIGANDS_3945	True	1	0.33	0.67	0.0
A2A_LIGANDS_3952	True	1	0.15	0.85	0.0
A2A_LIGANDS_3958	True	1	0.18	0.82	0.0
A2A_LIGANDS_3974	False	0	0.925	0.075	0.0
A2A_LIGANDS_3975	False	1	0.45	0.55	0.0
A2A_LIGANDS_3981	True	0	0.775	0.225	0.0
A2A_LIGANDS_3984	True	0	0.64	0.36	0.0
A2A_LIGANDS_3988	True	1	0.005	0.995	0.0
A2A_LIGANDS_3994	False	0	0.995	0.005	0.0
A2A_LIGANDS_3996	False	0	0.9	0.1	0.0
A2A_LIGANDS_4000	False	1	0.39	0.61	0.0
A2A_LIGANDS_4005	True	1	0.195	0.805	0.0
A2A_LIGANDS_4015	True	0	0.8025	0.1975	0.0
A2A_LIGANDS_4019	True	1	0.095	0.905	0.0
A2A_LIGANDS_4026	True	1	0.135	0.865	0.0
A2A_LIGANDS_4029	True	1	0.14	0.86	0.0
A2A_LIGANDS_4033	False	0	0.78	0.22	0.0
A2A_LIGANDS_4036	False	0	0.62	0.38	0.0
A2A_LIGANDS_4041	False	1	0.145	0.855	0.0
A2A_LIGANDS_4060	True	1	0.385	0.615	0.0
A2A_LIGANDS_4071	False	0	0.82	0.18	0.0
A2A_LIGANDS_4074	True	1	0.005	0.995	0.0
A2A_LIGANDS_11	True	1	0.075	0.925	1.0
A2A_LIGANDS_18	True	0	0.5	0.5	1.0
A2A_LIGANDS_26	True	1	0.025	0.975	1.0
A2A_LIGANDS_31	True	1	0.04	0.96	1.0
A2A_LIGANDS_41	False	1	0.29	0.71	1.0
A2A_LIGANDS_57	False	0	1.0	0.0	1.0
A2A_LIGANDS_64	True	1	0.095	0.905	1.0
A2A_LIGANDS_72	False	0	0.7	0.3	1.0
A2A_LIGANDS_74	True	1	0.145	0.855	1.0
A2A_LIGANDS_104	False	0	0.675	0.325	1.0
A2A_LIGANDS_106	True	1	0.1075	0.8925	1.0
A2A_LIGANDS_108	True	1	0.285	0.715	1.0
A2A_LIGANDS_119	True	1	0.15	0.85	1.0
A2A_LIGANDS_124	False	0	0.805	0.195	1.0
A2A_LIGANDS_128	False	1	0.31	0.69	1.0
A2A_LIGANDS_135	False	0	0.845	0.155	1.0
A2A_LIGANDS_141	True	1	0.01	0.99	1.0
A2A_LIGANDS_151	False	0	0.725	0.275	1.0
A2A_LIGANDS_158	True	1	0.0	1.0	1.0
A2A_LIGANDS_168	True	1	0.025	0.975	1.0
A2A_LIGANDS_173	False	1	0.03	0.97	1.0
A2A_LIGANDS_184	False	1	0.465	0.535	1.0
A2A_LIGANDS_192	False	0	0.935	0.065	1.0
A2A_LIGANDS_200	True	1	0.07	0.93	1.0
A2A_LIGANDS_205	True	1	0.08	0.92	1.0
A2A_LIGANDS_240	True	1	0.045	0.955	1.0
A2A_LIGANDS_253	True	0	1.0	0.0	1.0
A2A_LIGANDS_255	True	0	0.575	0.425	1.0
A2A_LIGANDS_264	True	1	0.065	0.935	1.0
A2A_LIGANDS_265	False	0	0.905	0.095	1.0
A2A_LIGANDS_266	True	1	0.16	0.84	1.0
A2A_LIGANDS_273	True	1	0.025	0.975	1.0
A2A_LIGANDS_274	False	0	0.92	0.08	1.0
A2A_LIGANDS_280	True	0	0.515	0.485	1.0
A2A_LIGANDS_286	True	1	0.04	0.96	1.0
A2A_LIGANDS_293	True	1	0.085	0.915	1.0
A2A_LIGANDS_307	False	1	0.0	1.0	1.0
A2A_LIGANDS_320	False	0	0.975	0.025	1.0
A2A_LIGANDS_322	True	1	0.065	0.935	1.0
A2A_LIGANDS_336	True	1	0.16	0.84	1.0
A2A_LIGANDS_340	True	1	0.145	0.855	1.0
A2A_LIGANDS_347	True	1	0.395	0.605	1.0
A2A_LIGANDS_348	False	0	0.65	0.35	1.0
A2A_LIGANDS_354	False	0	0.635	0.365	1.0
A2A_LIGANDS_356	True	1	0.345	0.655	1.0
A2A_LIGANDS_363	True	1	0.115	0.885	1.0
A2A_LIGANDS_369	True	1	0.07	0.93	1.0
A2A_LIGANDS_375	False	1	0.245	0.755	1.0
A2A_LIGANDS_417	True	1	0.265	0.735	1.0
A2A_LIGANDS_419	False	0	0.925	0.075	1.0
A2A_LIGANDS_421	True	1	0.295	0.705	1.0
A2A_LIGANDS_424	True	1	0.245	0.755	1.0
A2A_LIGANDS_426	True	1	0.03	0.97	1.0
A2A_LIGANDS_427	False	1	0.08	0.92	1.0
A2A_LIGANDS_428	False	0	0.525	0.475	1.0
A2A_LIGANDS_430	True	1	0.01	0.99	1.0
A2A_LIGANDS_435	True	1	0.085	0.915	1.0
A2A_LIGANDS_439	False	0	0.965	0.035	1.0
A2A_LIGANDS_441	False	1	0.0	1.0	1.0
A2A_LIGANDS_446	True	1	0.165	0.835	1.0
A2A_LIGANDS_447	False	1	0.365	0.635	1.0
A2A_LIGANDS_448	False	1	0.205	0.795	1.0
A2A_LIGANDS_468	True	1	0.035	0.965	1.0
A2A_LIGANDS_474	True	1	0.035	0.965	1.0
A2A_LIGANDS_504	True	1	0.12	0.88	1.0
A2A_LIGANDS_505	False	0	0.89	0.11	1.0
A2A_LIGANDS_521	True	1	0.475	0.525	1.0
A2A_LIGANDS_527	True	1	0.135	0.865	1.0
A2A_LIGANDS_530	True	1	0.175	0.825	1.0
A2A_LIGANDS_532	True	1	0.085	0.915	1.0
A2A_LIGANDS_534	True	1	0.045	0.955	1.0
A2A_LIGANDS_547	True	0	0.53	0.47	1.0
A2A_LIGANDS_554	False	1	0.025	0.975	1.0
A2A_LIGANDS_560	True	1	0.0	1.0	1.0
A2A_LIGANDS_573	True	1	0.035	0.965	1.0
A2A_LIGANDS_577	True	1	0.0	1.0	1.0
A2A_LIGANDS_578	True	1	0.31	0.69	1.0
A2A_LIGANDS_579	True	1	0.135	0.865	1.0
A2A_LIGANDS_581	True	1	0.05	0.95	1.0
A2A_LIGANDS_600	False	1	0.47	0.53	1.0
A2A_LIGANDS_602	True	1	0.06	0.94	1.0
A2A_LIGANDS_611	True	0	0.5	0.5	1.0
A2A_LIGANDS_614	True	1	0.01	0.99	1.0
A2A_LIGANDS_615	True	1	0.055	0.945	1.0
A2A_LIGANDS_619	True	1	0.045	0.955	1.0
A2A_LIGANDS_620	True	1	0.0	1.0	1.0
A2A_LIGANDS_634	True	1	0.02	0.98	1.0
A2A_LIGANDS_636	False	1	0.125	0.875	1.0
A2A_LIGANDS_648	True	1	0.19	0.81	1.0
A2A_LIGANDS_651	True	1	0.215	0.785	1.0
A2A_LIGANDS_652	False	1	0.11	0.89	1.0
A2A_LIGANDS_661	True	1	0.015	0.985	1.0
A2A_LIGANDS_664	True	1	0.0	1.0	1.0
A2A_LIGANDS_677	True	1	0.305	0.695	1.0
A2A_LIGANDS_678	True	1	0.34	0.66	1.0
A2A_LIGANDS_686	True	1	0.03	0.97	1.0
A2A_LIGANDS_688	True	1	0.15	0.85	1.0
A2A_LIGANDS_691	True	1	0.01	0.99	1.0
A2A_LIGANDS_700	False	0	0.91	0.09	1.0
A2A_LIGANDS_703	True	1	0.015	0.985	1.0
A2A_LIGANDS_717	True	0	0.515	0.485	1.0
A2A_LIGANDS_740	True	1	0.085	0.915	1.0
A2A_LIGANDS_751	False	1	0.355	0.645	1.0
A2A_LIGANDS_759	True	1	0.185	0.815	1.0
A2A_LIGANDS_770	True	1	0.005	0.995	1.0
A2A_LIGANDS_775	True	0	0.94	0.06	1.0
A2A_LIGANDS_776	False	0	0.98	0.02	1.0
A2A_LIGANDS_778	False	0	0.89	0.11	1.0
A2A_LIGANDS_785	False	1	0.395	0.605	1.0
A2A_LIGANDS_789	False	0	0.5	0.5	1.0
A2A_LIGANDS_791	True	1	0.34	0.66	1.0
A2A_LIGANDS_796	False	0	0.955	0.045	1.0
A2A_LIGANDS_806	False	1	0.11	0.89	1.0
A2A_LIGANDS_807	True	0	0.515	0.485	1.0
A2A_LIGANDS_812	True	1	0.155	0.845	1.0
A2A_LIGANDS_814	True	1	0.48	0.52	1.0
A2A_LIGANDS_815	True	1	0.09	0.91	1.0
A2A_LIGANDS_816	False	1	0.015	0.985	1.0
A2A_LIGANDS_821	False	1	0.005	0.995	1.0
A2A_LIGANDS_823	True	1	0.245	0.755	1.0
A2A_LIGANDS_829	True	1	0.0	1.0	1.0
A2A_LIGANDS_832	True	1	0.015	0.985	1.0
A2A_LIGANDS_839	True	1	0.38	0.62	1.0
A2A_LIGANDS_841	True	1	0.285	0.715	1.0
A2A_LIGANDS_850	True	1	0.015	0.985	1.0
A2A_LIGANDS_862	True	1	0.035	0.965	1.0
A2A_LIGANDS_892	True	1	0.125	0.875	1.0
A2A_LIGANDS_901	True	1	0.07	0.93	1.0
A2A_LIGANDS_908	True	0	0.75	0.25	1.0
A2A_LIGANDS_925	True	1	0.025	0.975	1.0
A2A_LIGANDS_933	False	0	0.72	0.28	1.0
A2A_LIGANDS_934	True	1	0.08	0.92	1.0
A2A_LIGANDS_935	True	1	0.48	0.52	1.0
A2A_LIGANDS_936	False	0	0.535	0.465	1.0
A2A_LIGANDS_940	False	0	0.77	0.23	1.0
A2A_LIGANDS_951	False	1	0.24	0.76	1.0
A2A_LIGANDS_963	False	0	0.64	0.36	1.0
A2A_LIGANDS_986	True	1	0.08	0.92	1.0
A2A_LIGANDS_987	True	1	0.245	0.755	1.0
A2A_LIGANDS_988	True	0	0.91	0.09	1.0
A2A_LIGANDS_991	True	1	0.095	0.905	1.0
A2A_LIGANDS_992	False	0	0.975	0.025	1.0
A2A_LIGANDS_993	True	1	0.1425	0.8575	1.0
A2A_LIGANDS_995	True	1	0.23	0.77	1.0
A2A_LIGANDS_1007	False	0	0.83	0.17	1.0
A2A_LIGANDS_1008	False	0	0.685	0.315	1.0
A2A_LIGANDS_1019	True	1	0.0	1.0	1.0
A2A_LIGANDS_1020	True	1	0.225	0.775	1.0
A2A_LIGANDS_1027	False	0	0.865	0.135	1.0
A2A_LIGANDS_1029	False	1	0.03	0.97	1.0
A2A_LIGANDS_1047	True	1	0.44	0.56	1.0
A2A_LIGANDS_1055	True	1	0.11	0.89	1.0
A2A_LIGANDS_1061	False	0	0.88	0.12	1.0
A2A_LIGANDS_1064	False	0	0.74	0.26	1.0
A2A_LIGANDS_1074	False	0	0.985	0.015	1.0
A2A_LIGANDS_1075	True	1	0.36	0.64	1.0
A2A_LIGANDS_1077	False	0	1.0	0.0	1.0
A2A_LIGANDS_1083	True	1	0.205	0.795	1.0
A2A_LIGANDS_1086	False	0	0.995	0.005	1.0
A2A_LIGANDS_1093	False	0	0.905	0.095	1.0
A2A_LIGANDS_1116	False	0	1.0	0.0	1.0
A2A_LIGANDS_1140	False	0	1.0	0.0	1.0
A2A_LIGANDS_1147	True	1	0.095	0.905	1.0
A2A_LIGANDS_1158	True	1	0.0	1.0	1.0
A2A_LIGANDS_1161	False	0	0.99	0.01	1.0
A2A_LIGANDS_1163	True	0	0.68	0.32	1.0
A2A_LIGANDS_1176	True	1	0.05	0.95	1.0
A2A_LIGANDS_1179	True	1	0.245	0.755	1.0
A2A_LIGANDS_1180	True	1	0.015	0.985	1.0
A2A_LIGANDS_1184	True	1	0.07	0.93	1.0
A2A_LIGANDS_1198	True	1	0.0	1.0	1.0
A2A_LIGANDS_1202	True	1	0.225	0.775	1.0
A2A_LIGANDS_1204	True	1	0.21	0.79	1.0
A2A_LIGANDS_1223	False	0	0.8375	0.1625	1.0
A2A_LIGANDS_1225	False	1	0.09	0.91	1.0
A2A_LIGANDS_1234	False	1	0.065	0.935	1.0
A2A_LIGANDS_1238	True	1	0.01	0.99	1.0
A2A_LIGANDS_1246	True	1	0.0	1.0	1.0
A2A_LIGANDS_1248	True	1	0.11	0.89	1.0
A2A_LIGANDS_1249	True	1	0.0	1.0	1.0
A2A_LIGANDS_1250	True	1	0.01	0.99	1.0
A2A_LIGANDS_1252	True	0	0.62	0.38	1.0
A2A_LIGANDS_1256	False	0	0.985	0.015	1.0
A2A_LIGANDS_1260	True	1	0.08	0.92	1.0
A2A_LIGANDS_1262	True	1	0.165	0.835	1.0
A2A_LIGANDS_1267	False	0	0.85	0.15	1.0
A2A_LIGANDS_1276	True	1	0.005	0.995	1.0
A2A_LIGANDS_1280	True	1	0.215	0.785	1.0
A2A_LIGANDS_1282	False	0	0.755	0.245	1.0
A2A_LIGANDS_1293	False	0	0.96	0.04	1.0
A2A_LIGANDS_1305	True	1	0.04	0.96	1.0
A2A_LIGANDS_1312	False	0	0.7375	0.2625	1.0
A2A_LIGANDS_1315	False	0	0.99	0.01	1.0
A2A_LIGANDS_1328	True	1	0.08	0.92	1.0
A2A_LIGANDS_1336	False	0	0.75	0.25	1.0
A2A_LIGANDS_1338	True	1	0.095	0.905	1.0
A2A_LIGANDS_1342	True	1	0.325	0.675	1.0
A2A_LIGANDS_1351	True	1	0.005	0.995	1.0
A2A_LIGANDS_1355	True	1	0.0	1.0	1.0
A2A_LIGANDS_1356	True	1	0.105	0.895	1.0
A2A_LIGANDS_1357	False	1	0.085	0.915	1.0
A2A_LIGANDS_1358	True	1	0.145	0.855	1.0
A2A_LIGANDS_1360	False	0	0.78	0.22	1.0
A2A_LIGANDS_1361	True	1	0.28	0.72	1.0
A2A_LIGANDS_1364	False	0	0.97	0.03	1.0
A2A_LIGANDS_1366	True	1	0.005	0.995	1.0
A2A_LIGANDS_1367	True	1	0.445	0.555	1.0
A2A_LIGANDS_1370	False	0	0.695	0.305	1.0
A2A_LIGANDS_1371	True	1	0.16	0.84	1.0
A2A_LIGANDS_1376	True	1	0.115	0.885	1.0
A2A_LIGANDS_1379	False	1	0.165	0.835	1.0
A2A_LIGANDS_1385	True	1	0.015	0.985	1.0
A2A_LIGANDS_1386	False	1	0.14	0.86	1.0
A2A_LIGANDS_1393	False	0	0.59	0.41	1.0
A2A_LIGANDS_1394	True	1	0.19	0.81	1.0
A2A_LIGANDS_1395	False	0	0.775	0.225	1.0
A2A_LIGANDS_1397	False	0	0.955	0.045	1.0
A2A_LIGANDS_1398	False	1	0.3	0.7	1.0
A2A_LIGANDS_1403	False	1	0.07	0.93	1.0
A2A_LIGANDS_1404	False	1	0.435	0.565	1.0
A2A_LIGANDS_1406	True	1	0.325	0.675	1.0
A2A_LIGANDS_1414	False	1	0.29	0.71	1.0
A2A_LIGANDS_1425	True	1	0.0	1.0	1.0
A2A_LIGANDS_1428	False	0	0.945	0.055	1.0
A2A_LIGANDS_1440	False	0	0.935	0.065	1.0
A2A_LIGANDS_1457	False	0	0.805	0.195	1.0
A2A_LIGANDS_1459	False	0	0.925	0.075	1.0
A2A_LIGANDS_1469	False	0	0.95	0.05	1.0
A2A_LIGANDS_1474	True	1	0.085	0.915	1.0
A2A_LIGANDS_1477	False	0	0.95	0.05	1.0
A2A_LIGANDS_1480	True	1	0.005	0.995	1.0
A2A_LIGANDS_1483	False	0	0.95	0.05	1.0
A2A_LIGANDS_1487	True	1	0.025	0.975	1.0
A2A_LIGANDS_1491	False	1	0.17	0.83	1.0
A2A_LIGANDS_1494	False	0	0.555	0.445	1.0
A2A_LIGANDS_1508	True	1	0.02	0.98	1.0
A2A_LIGANDS_1523	False	1	0.45	0.55	1.0
A2A_LIGANDS_1530	True	1	0.075	0.925	1.0
A2A_LIGANDS_1531	True	1	0.325	0.675	1.0
A2A_LIGANDS_1533	False	0	0.945	0.055	1.0
A2A_LIGANDS_1537	True	0	0.51	0.49	1.0
A2A_LIGANDS_1541	True	0	0.57	0.43	1.0
A2A_LIGANDS_1543	False	0	1.0	0.0	1.0
A2A_LIGANDS_1556	False	0	0.99	0.01	1.0
A2A_LIGANDS_1571	False	0	0.91	0.09	1.0
A2A_LIGANDS_1584	False	1	0.47	0.53	1.0
A2A_LIGANDS_1597	True	1	0.195	0.805	1.0
A2A_LIGANDS_1602	True	1	0.015	0.985	1.0
A2A_LIGANDS_1615	True	1	0.28	0.72	1.0
A2A_LIGANDS_1623	False	0	0.985	0.015	1.0
A2A_LIGANDS_1632	True	1	0.09	0.91	1.0
A2A_LIGANDS_1633	False	0	0.57	0.43	1.0
A2A_LIGANDS_1637	False	0	0.995	0.005	1.0
A2A_LIGANDS_1642	True	1	0.12	0.88	1.0
A2A_LIGANDS_1645	True	1	0.225	0.775	1.0
A2A_LIGANDS_1656	False	1	0.165	0.835	1.0
A2A_LIGANDS_1666	True	0	1.0	0.0	1.0
A2A_LIGANDS_1671	True	1	0.02	0.98	1.0
A2A_LIGANDS_1676	True	1	0.025	0.975	1.0
A2A_LIGANDS_1677	True	1	0.245	0.755	1.0
A2A_LIGANDS_1687	False	0	0.805	0.195	1.0
A2A_LIGANDS_1691	False	1	0.25	0.75	1.0
A2A_LIGANDS_1694	True	1	0.47	0.53	1.0
A2A_LIGANDS_1695	True	1	0.22	0.78	1.0
A2A_LIGANDS_1701	True	1	0.28	0.72	1.0
A2A_LIGANDS_1703	True	1	0.025	0.975	1.0
A2A_LIGANDS_1720	False	1	0.46	0.54	1.0
A2A_LIGANDS_1724	True	1	0.155	0.845	1.0
A2A_LIGANDS_1738	True	1	0.065	0.935	1.0
A2A_LIGANDS_1739	True	1	0.05	0.95	1.0
A2A_LIGANDS_1743	False	0	0.665	0.335	1.0
A2A_LIGANDS_1745	True	1	0.025	0.975	1.0
A2A_LIGANDS_1751	True	1	0.155	0.845	1.0
A2A_LIGANDS_1753	True	1	0.03	0.97	1.0
A2A_LIGANDS_1755	True	1	0.185	0.815	1.0
A2A_LIGANDS_1756	False	0	0.935	0.065	1.0
A2A_LIGANDS_1760	True	1	0.01	0.99	1.0
A2A_LIGANDS_1775	False	0	0.98	0.02	1.0
A2A_LIGANDS_1776	True	1	0.025	0.975	1.0
A2A_LIGANDS_1777	False	1	0.355	0.645	1.0
