QSPRID	O00222_imputed_Label	O15303_imputed_Label	P41594_imputed_Label	Q13255_imputed_Label	Q14416_imputed_Label	Q14831_imputed_Label	Q14832_imputed_Label	Q14833_imputed_Label	O00222_imputed_Prediction	O15303_imputed_Prediction	P41594_imputed_Prediction	Q13255_imputed_Prediction	Q14416_imputed_Prediction	Q14831_imputed_Prediction	Q14832_imputed_Prediction	Q14833_imputed_Prediction	Fold
tutorial_data_7212	5.071	4.955	5.0	6.286	6.825	4.752	6.044	5.834	5.071	4.955	5.726	6.286	6.825	4.752	6.044	5.834	1.0
tutorial_data_1384	5.071	4.955	7.7	6.39	6.825	4.752	6.044	5.834	5.071	4.955	7.316	5.823	6.825	4.752	6.044	5.834	1.0
tutorial_data_6916	5.071	4.955	6.461	6.286	6.825	4.752	6.044	5.793	5.071	5.145	6.461	6.286	6.825	4.752	6.044	6.762	1.0
tutorial_data_4792	5.071	4.955	8.06	6.286	6.825	4.752	6.044	5.834	4.857	4.964	6.791	6.517	6.26	4.602	5.635	5.467	1.0
tutorial_data_1856	5.071	4.955	6.461	6.286	6.825	4.752	6.044	6.82	5.071	4.955	6.461	6.286	6.825	4.752	6.044	6.188	1.0
tutorial_data_2911	5.071	4.955	6.461	6.286	7.35	4.752	4.523	5.834	5.057	4.972	6.461	6.029	7.543	4.802	5.74	5.667	1.0
tutorial_data_7588	5.071	4.955	6.31	6.286	6.825	4.752	6.54	5.834	5.071	4.955	6.392	6.286	6.825	4.752	6.546	5.834	1.0
tutorial_data_7530	5.071	4.955	6.41	6.286	6.825	4.752	6.044	5.834	5.071	4.955	6.342	6.286	6.825	4.752	6.044	5.834	1.0
tutorial_data_2216	5.071	4.955	7.62	6.286	6.825	4.752	6.044	5.834	5.071	4.955	7.472	6.286	6.825	4.752	6.044	5.834	1.0
tutorial_data_1177	5.071	4.955	6.461	6.286	5.813	4.752	6.044	5.834	5.071	4.955	6.461	6.286	5.899	4.752	6.044	5.834	1.0
tutorial_data_1953	5.071	4.955	6.96	6.286	6.825	4.752	6.044	5.834	5.071	4.955	7.04	6.029	6.46	4.802	6.044	5.834	1.0
tutorial_data_1741	5.071	4.955	7.921	6.286	6.825	4.752	6.044	5.834	5.071	4.955	7.065	6.286	6.825	4.752	6.044	5.834	1.0
tutorial_data_3868	5.071	4.955	6.461	6.286	6.825	4.752	6.044	5.88	5.071	4.955	6.461	6.286	6.825	4.752	6.044	6.176	1.0
tutorial_data_7337	5.071	4.955	6.97	6.286	6.825	4.752	6.044	5.834	4.857	4.964	7.274	6.517	6.26	4.602	5.635	5.467	1.0
tutorial_data_6206	5.071	4.955	6.461	6.286	6.62	4.752	6.12	5.834	5.071	4.955	6.461	6.286	5.748	4.752	5.854	5.834	1.0
tutorial_data_4692	5.071	4.955	5.57	6.286	6.825	4.752	6.044	5.834	5.071	4.955	7.784	6.286	6.825	4.752	6.044	5.834	1.0
tutorial_data_3410	5.071	4.955	6.461	7.58	6.825	4.752	6.044	6.54	5.071	4.955	6.461	7.615	6.825	4.752	6.044	6.4	1.0
tutorial_data_3859	5.071	4.955	6.461	6.286	6.825	4.752	6.044	5.63	5.071	4.955	6.461	6.286	6.825	4.752	6.044	6.158	1.0
tutorial_data_7792	5.071	4.955	6.461	6.286	6.822	4.752	6.044	5.834	5.071	4.955	6.461	6.286	7.425	4.752	6.044	5.834	1.0
tutorial_data_5647	5.071	4.955	4.6	6.286	6.825	4.752	6.044	5.834	5.071	4.955	7.39	6.286	6.825	4.752	6.044	5.834	1.0
tutorial_data_5695	5.071	4.955	6.461	6.286	6.825	4.752	6.044	5.04	5.071	4.955	6.461	6.286	6.825	4.752	6.044	6.24	1.0
tutorial_data_3517	5.071	4.955	6.658	6.286	6.825	4.752	6.044	5.834	5.071	4.955	7.502	6.286	6.825	4.752	6.044	5.834	1.0
tutorial_data_2914	5.071	4.955	6.461	6.286	7.28	4.752	6.044	5.834	5.071	4.955	6.461	6.286	6.614	4.752	6.044	5.834	1.0
tutorial_data_6776	5.071	4.955	6.748	6.286	6.825	4.752	6.044	5.834	4.857	4.964	6.854	6.517	6.26	4.602	5.635	5.467	1.0
tutorial_data_2361	5.071	4.955	6.461	5.8	6.825	4.752	6.044	5.834	5.071	4.955	6.461	6.24	6.825	4.752	6.044	5.834	1.0
tutorial_data_1785	5.071	4.955	6.461	6.286	7.14	4.752	6.044	5.834	5.071	4.955	6.461	6.286	6.454	4.752	6.044	5.834	1.0
tutorial_data_4889	5.071	4.955	6.461	6.286	8.417	4.752	6.044	5.834	5.071	4.955	6.461	6.286	7.773	4.752	6.044	5.834	1.0
tutorial_data_4183	5.071	4.955	8.0	6.286	6.825	4.752	6.044	5.834	4.857	5.154	6.943	6.517	6.26	4.602	5.635	5.912	1.0
tutorial_data_679	5.071	4.955	5.11	6.286	6.825	4.752	6.044	5.834	5.071	4.955	6.762	6.286	6.825	4.752	6.546	5.834	1.0
tutorial_data_3521	5.071	4.955	6.75	6.286	6.825	4.752	6.044	5.834	5.071	4.955	7.502	6.286	6.825	4.752	6.044	5.834	1.0
tutorial_data_1944	5.071	4.955	6.461	6.286	6.825	4.752	6.044	7.42	5.071	4.955	6.461	6.286	6.825	4.752	6.044	6.744	1.0
tutorial_data_6530	5.071	4.955	8.41	6.286	6.825	4.752	6.044	5.834	5.071	4.955	7.232	6.286	6.825	4.752	6.044	5.834	1.0
tutorial_data_3483	5.071	4.955	7.9	6.286	6.825	4.752	6.044	5.834	5.071	4.955	7.287	6.286	6.825	4.752	6.044	5.834	1.0
tutorial_data_2735	5.071	4.955	6.461	6.286	7.8	4.752	6.044	5.834	5.071	4.955	6.461	6.286	7.9	4.752	6.044	5.834	1.0
tutorial_data_6871	5.071	4.955	5.72	6.286	6.825	4.752	6.044	5.834	5.071	4.955	5.277	6.286	6.825	4.752	6.044	5.834	1.0
tutorial_data_4122	5.071	4.955	7.57	6.286	6.825	4.752	6.044	5.834	5.071	4.955	6.947	6.286	6.825	4.752	6.044	5.834	1.0
tutorial_data_4669	5.071	4.955	6.3	6.286	6.825	4.752	6.044	5.834	5.071	4.955	6.72	6.286	6.825	4.752	6.044	5.834	1.0
tutorial_data_6661	5.071	4.955	5.0	6.53	6.825	4.752	6.044	5.834	5.071	4.955	6.461	5.578	6.825	4.752	6.044	5.834	1.0
tutorial_data_3926	5.071	4.955	6.461	6.286	7.32	4.752	6.044	5.834	5.071	4.955	6.461	6.286	7.747	4.752	6.044	5.834	1.0
tutorial_data_3928	5.071	4.955	6.461	6.286	7.65	4.752	6.044	5.834	5.071	4.955	6.461	6.286	7.878	4.752	6.044	5.834	1.0
tutorial_data_7318	5.071	4.955	7.24	6.286	6.825	4.752	6.044	5.834	5.071	4.955	6.688	6.286	6.825	4.752	6.044	5.834	1.0
tutorial_data_4919	5.071	4.955	7.33	6.286	6.825	4.752	6.044	5.834	5.071	4.955	7.263	6.286	6.825	4.752	6.044	5.834	1.0
tutorial_data_5624	5.071	4.955	6.461	6.286	8.0	4.752	6.044	5.834	5.071	4.955	6.461	6.286	7.471	4.752	6.044	5.834	1.0
tutorial_data_2770	5.071	4.955	5.96	6.286	6.825	4.752	6.044	5.834	5.071	4.955	6.83	6.286	6.825	4.752	6.044	5.834	1.0
tutorial_data_5596	5.071	4.955	6.97	6.286	6.825	4.752	6.044	5.834	5.071	4.955	6.48	6.286	6.825	4.752	6.044	5.834	1.0
tutorial_data_912	5.071	4.955	6.39	6.286	6.825	4.752	6.044	5.834	5.071	4.955	6.042	6.286	6.825	4.752	6.044	5.834	1.0
tutorial_data_4898	5.071	4.955	6.461	6.286	7.88	4.752	6.044	5.834	5.071	4.955	6.461	6.286	8.12	4.752	6.044	5.834	1.0
tutorial_data_5251	5.071	4.955	6.461	6.286	7.1	4.752	6.044	5.834	5.071	4.955	6.461	6.286	6.848	4.752	6.044	5.834	1.0
tutorial_data_6677	4.523	4.955	6.315	6.2	4.523	4.523	4.523	4.523	5.071	4.955	5.689	6.27	6.825	4.752	6.044	5.834	1.0
tutorial_data_4899	5.071	4.955	6.461	6.286	7.66	4.752	6.044	5.834	5.071	4.955	6.461	6.286	7.996	4.752	6.044	5.834	1.0
tutorial_data_7536	5.071	4.955	6.032	6.286	6.825	4.752	6.044	5.834	5.071	4.955	5.915	6.286	6.825	4.752	6.044	5.834	1.0
tutorial_data_4279	5.071	4.955	6.05	8.3	6.825	4.752	6.044	5.834	5.071	4.955	5.375	7.912	6.825	4.752	6.044	5.834	1.0
tutorial_data_7436	5.071	4.955	7.94	6.286	6.825	4.752	6.044	5.834	4.857	4.964	7.32	6.517	6.26	4.602	5.635	5.384	1.0
tutorial_data_2756	5.071	4.955	6.461	6.286	7.29	4.752	6.044	5.834	5.071	4.955	6.461	6.286	7.584	4.752	6.044	5.834	1.0
tutorial_data_282	5.071	4.955	6.461	6.286	4.523	4.752	6.044	5.834	5.071	4.955	6.461	6.286	5.807	4.752	6.044	5.834	1.0
tutorial_data_4928	5.071	4.955	5.12	6.286	6.825	4.752	6.044	5.834	5.071	4.955	5.446	6.286	6.825	4.752	6.044	5.834	1.0
tutorial_data_741	5.071	4.955	7.6	6.286	6.825	4.752	6.044	5.834	5.071	4.955	7.562	6.286	6.825	4.752	6.044	5.834	1.0
tutorial_data_7578	5.071	4.955	6.895	6.286	6.825	4.752	6.044	5.834	5.071	4.955	6.998	6.286	6.825	4.752	6.546	5.834	1.0
tutorial_data_5534	5.071	4.955	6.461	6.286	6.4	4.752	6.044	5.834	5.071	4.955	6.461	6.286	7.285	4.752	6.044	5.834	1.0
tutorial_data_5224	5.071	4.955	6.361	6.286	6.825	4.752	6.044	5.834	5.071	4.955	6.203	6.286	6.825	4.752	6.044	5.834	1.0
tutorial_data_145	5.071	4.955	5.523	7.8	6.825	4.752	6.044	5.834	5.071	4.955	5.523	7.229	6.825	4.752	6.044	5.834	1.0
tutorial_data_7304	5.071	4.955	5.0	6.286	6.825	4.752	6.044	5.834	5.071	4.955	7.12	6.286	6.825	4.752	6.044	5.834	1.0
tutorial_data_6241	6.295	5.34	6.461	6.286	6.825	4.0	6.044	6.305	4.76	4.828	6.461	6.286	6.825	4.443	6.044	5.37	1.0
tutorial_data_6858	5.071	4.955	6.461	6.286	6.825	4.752	6.044	6.14	5.071	5.145	6.461	6.286	6.825	4.752	6.044	6.891	1.0
tutorial_data_4885	5.071	4.955	6.461	6.286	8.5	4.752	6.044	5.834	5.071	4.955	6.461	6.286	7.979	4.752	6.044	5.834	1.0
tutorial_data_885	5.071	4.955	6.141	6.286	6.825	4.752	6.044	5.834	5.071	4.955	5.995	6.286	6.825	4.752	6.044	5.834	1.0
tutorial_data_4945	5.071	4.955	6.6	6.286	6.825	4.752	6.044	5.834	5.071	4.955	5.914	6.286	6.825	4.752	6.044	5.834	1.0
tutorial_data_898	5.071	4.955	7.54	6.622	6.825	4.752	6.044	5.834	5.071	4.955	7.316	5.823	6.825	4.752	6.044	5.834	1.0
tutorial_data_6707	5.071	4.955	6.44	6.286	6.825	4.752	6.044	5.834	5.071	4.955	6.569	6.286	6.825	4.752	6.044	5.834	1.0
tutorial_data_6975	5.071	4.955	6.461	6.286	6.825	4.752	6.044	6.6	5.071	4.955	6.461	6.286	6.825	4.752	6.044	6.569	1.0
tutorial_data_4235	5.071	4.955	5.64	6.286	6.825	4.752	6.044	5.834	5.071	4.955	6.264	6.286	6.825	4.752	6.044	5.834	1.0
tutorial_data_2511	5.071	4.955	7.37	6.286	6.825	4.752	6.044	5.834	5.071	4.955	7.276	6.286	6.825	4.752	6.044	5.834	1.0
tutorial_data_2603	5.071	4.955	6.461	6.286	5.0	4.752	6.044	5.834	5.071	4.955	6.461	6.286	5.864	4.752	6.044	5.834	1.0
tutorial_data_2720	5.071	4.955	6.461	6.286	8.05	4.752	6.044	5.834	5.071	4.955	6.461	6.286	7.878	4.752	6.044	5.834	1.0
tutorial_data_2938	5.071	4.955	6.832	6.286	6.825	4.752	6.044	5.834	5.071	4.955	7.263	6.286	6.825	4.752	6.044	5.834	1.0
tutorial_data_7273	5.071	4.955	7.817	6.286	6.825	4.752	6.044	5.834	5.071	4.955	7.361	6.286	6.825	4.752	6.044	5.834	1.0
tutorial_data_6924	5.071	4.955	6.461	6.286	6.825	4.752	6.044	6.97	5.071	5.145	6.461	6.286	6.825	4.752	6.044	6.724	1.0
tutorial_data_4446	5.071	4.955	5.82	6.286	6.825	4.752	6.044	5.834	5.071	4.955	5.55	6.286	6.825	4.752	6.044	5.834	1.0
tutorial_data_7544	5.071	4.955	7.18	6.286	6.825	4.752	6.044	5.834	5.071	4.955	6.07	6.286	6.825	4.752	6.044	5.834	1.0
tutorial_data_8219	5.071	4.955	6.461	6.286	6.825	4.752	6.044	5.0	5.071	4.955	6.461	6.286	6.825	4.752	6.044	5.994	1.0
tutorial_data_6490	5.071	4.955	6.461	6.286	6.825	4.752	6.044	4.523	4.857	4.764	6.397	6.286	6.26	4.602	5.635	5.268	1.0
tutorial_data_6638	5.071	4.955	4.602	6.286	6.825	4.752	6.044	5.834	5.071	4.955	5.832	6.286	6.825	4.752	6.044	5.834	1.0
tutorial_data_7460	5.071	4.955	6.77	6.286	6.825	4.752	6.044	5.834	5.071	4.955	7.149	6.286	6.825	4.752	6.044	5.834	1.0
tutorial_data_5125	5.071	4.955	5.0	6.286	6.825	4.752	6.044	5.834	5.071	4.955	6.629	6.286	6.825	4.752	6.044	5.834	1.0
tutorial_data_4194	5.071	4.955	7.96	6.286	6.825	4.752	6.044	5.834	4.857	5.154	7.228	6.517	6.26	4.602	5.635	5.907	1.0
tutorial_data_3176	5.071	4.955	6.461	6.286	7.48	4.752	6.044	5.834	5.071	4.955	6.461	6.286	6.693	4.752	6.044	5.834	1.0
tutorial_data_8120	5.071	4.955	6.461	6.286	6.825	4.752	6.044	5.0	5.071	4.955	6.461	6.286	6.825	4.752	6.044	5.713	1.0
tutorial_data_5923	5.071	4.955	6.461	6.286	6.825	4.752	6.044	4.523	5.071	4.955	6.461	6.286	6.825	4.752	6.044	4.77	1.0
tutorial_data_1942	5.071	4.955	6.461	6.286	7.04	4.752	6.044	5.834	5.071	4.955	6.461	6.286	7.105	4.752	6.044	5.834	1.0
tutorial_data_5716	5.071	4.955	6.461	6.286	6.63	4.752	6.044	5.834	5.071	4.955	6.461	6.286	6.81	4.752	6.044	5.834	1.0
tutorial_data_7640	5.071	4.955	7.6	6.286	6.825	4.752	6.044	5.834	5.071	4.955	7.428	6.286	6.825	4.752	6.044	5.834	1.0
tutorial_data_7177	5.071	4.955	5.0	6.286	6.825	4.752	6.044	5.834	5.071	4.955	7.966	6.286	6.825	4.752	6.044	5.834	1.0
tutorial_data_4461	5.071	4.955	7.23	6.286	6.825	4.752	6.044	5.834	4.857	4.964	7.071	6.517	6.26	4.602	5.635	5.467	1.0
tutorial_data_5041	5.071	4.955	6.461	6.286	7.39	4.752	6.044	5.834	5.071	4.955	6.461	6.286	7.681	4.752	6.149	5.834	1.0
tutorial_data_2229	5.071	4.955	7.18	6.286	6.825	4.752	6.044	5.834	5.057	4.955	7.721	6.029	6.46	4.802	5.835	5.667	1.0
tutorial_data_2400	5.071	4.955	6.461	6.286	6.86	4.752	6.044	5.834	5.057	4.972	6.461	6.029	6.979	4.802	5.835	5.667	1.0
tutorial_data_1334	5.071	4.955	6.461	6.286	5.849	4.752	6.044	5.834	5.071	4.955	6.461	6.286	5.88	4.752	6.044	5.834	1.0
tutorial_data_7190	5.071	4.955	5.4	6.286	6.825	4.752	6.044	5.834	5.071	4.955	5.58	6.286	6.825	4.752	6.044	5.834	1.0
tutorial_data_6430	5.071	4.955	6.461	6.286	6.825	4.752	6.044	7.23	5.071	4.955	6.461	6.286	6.825	4.752	6.044	7.596	1.0
tutorial_data_6326	3.523	4.7	3.222	6.286	3.808	4.752	3.523	5.834	5.071	4.955	3.618	3.523	4.482	4.752	5.087	5.372	1.0
tutorial_data_7366	5.071	4.955	6.97	5.699	6.825	4.752	6.044	5.834	5.071	4.955	8.158	5.92	6.825	4.752	6.044	5.834	1.0
tutorial_data_7904	5.071	4.955	6.461	6.286	6.825	4.752	6.044	6.66	5.071	4.955	6.461	6.286	6.825	4.752	6.044	6.566	1.0
tutorial_data_2371	5.071	4.955	6.461	8.7	6.825	4.752	6.044	5.834	5.071	4.955	6.461	7.929	6.825	4.752	6.044	5.834	1.0
tutorial_data_4978	5.071	4.955	6.461	6.286	6.825	4.752	6.044	6.04	5.071	4.955	6.461	6.286	6.825	4.752	6.044	6.074	1.0
tutorial_data_5306	5.071	4.955	6.461	6.286	6.5	4.752	6.044	5.834	5.071	4.955	6.461	6.286	5.853	4.752	6.044	5.834	1.0
tutorial_data_243	5.071	4.955	6.11	6.286	6.825	4.752	6.044	5.834	4.857	5.154	6.575	6.517	6.261	4.602	5.426	5.912	1.0
tutorial_data_6350	5.071	4.955	4.72	5.21	4.817	4.752	3.7	5.834	4.688	5.188	6.173	5.965	5.181	4.294	6.041	4.951	1.0
tutorial_data_4129	5.071	4.955	6.77	6.286	6.825	4.752	6.044	5.834	5.071	4.955	7.101	6.286	6.825	4.752	6.044	5.834	1.0
tutorial_data_7195	5.071	4.955	6.22	6.286	6.825	4.752	6.044	5.834	5.057	4.964	5.9	6.029	6.46	4.802	5.835	5.667	1.0
tutorial_data_139	5.071	4.955	5.523	7.97	6.825	4.752	6.044	5.834	5.071	4.955	5.523	7.103	6.825	4.752	6.044	5.834	1.0
tutorial_data_3129	5.071	4.955	6.461	6.286	6.825	4.752	6.044	6.77	5.071	4.955	6.461	6.286	6.825	4.752	6.044	6.326	1.0
tutorial_data_1182	4.42	4.955	6.461	6.286	6.825	4.752	6.044	5.21	5.038	4.943	6.461	6.286	6.825	4.752	6.044	5.606	1.0
tutorial_data_2047	5.071	4.955	6.0	8.0	6.825	4.752	6.044	5.834	5.071	4.955	5.492	8.58	6.825	4.752	6.044	5.834	1.0
tutorial_data_4293	5.071	4.955	6.461	6.351	6.825	4.752	6.044	5.834	5.071	4.955	5.867	7.582	6.825	4.752	6.044	5.834	1.0
tutorial_data_6671	5.071	4.955	7.123	6.286	6.825	4.752	6.044	5.834	5.071	4.955	7.214	6.286	6.825	4.752	6.044	5.834	1.0
tutorial_data_5630	5.071	4.955	6.461	6.286	6.825	4.752	6.044	6.47	5.071	4.955	6.461	6.286	6.825	4.752	6.044	6.262	1.0
tutorial_data_1899	5.071	4.955	5.59	7.431	6.825	4.752	6.044	5.834	5.071	4.955	5.692	7.746	6.46	4.802	6.044	5.667	1.0
tutorial_data_6971	5.071	4.955	6.461	6.286	6.825	4.752	6.044	7.075	5.071	4.955	6.461	6.286	6.825	4.752	6.044	6.569	1.0
tutorial_data_7533	5.071	4.955	7.13	6.286	6.825	4.752	6.044	5.834	5.071	4.955	6.429	6.286	6.825	4.752	6.044	5.834	1.0
tutorial_data_115	5.071	4.955	8.07	6.286	6.825	4.752	6.044	5.834	4.857	4.964	8.228	6.517	6.26	4.602	5.635	5.467	1.0
tutorial_data_7280	5.071	4.955	6.96	6.286	6.825	4.752	6.044	5.834	5.071	4.955	6.506	6.286	6.825	4.752	6.044	5.834	1.0
tutorial_data_4068	5.071	4.955	5.66	6.286	6.825	4.752	6.044	5.834	5.071	4.955	6.474	6.286	6.825	4.752	6.044	5.834	1.0
tutorial_data_4911	5.071	4.955	7.51	6.286	6.825	4.752	6.044	5.834	4.857	5.154	6.966	6.517	6.26	4.602	5.635	5.907	1.0
tutorial_data_6667	5.071	4.955	6.461	6.44	6.825	4.752	6.044	5.834	5.071	4.955	6.461	5.578	6.825	4.752	6.044	5.834	1.0
tutorial_data_4301	5.071	4.955	6.461	6.286	6.825	4.752	6.044	5.34	4.857	4.964	6.907	6.517	6.26	4.602	5.635	5.373	1.0
tutorial_data_2299	5.071	4.955	6.08	6.286	6.825	4.752	6.044	5.834	4.857	4.964	7.052	6.517	6.26	4.602	5.635	5.467	1.0
tutorial_data_6445	5.071	4.955	5.42	6.286	6.825	4.752	6.044	5.834	5.071	4.955	7.589	6.286	6.825	4.752	6.044	5.834	1.0
tutorial_data_2941	5.071	4.955	5.332	8.2	6.825	4.752	6.044	5.834	5.071	4.955	5.492	8.377	6.825	4.752	6.044	5.834	1.0
tutorial_data_2436	5.071	4.955	6.65	6.286	6.825	4.752	6.044	5.834	5.071	4.955	6.472	6.286	6.825	4.752	6.044	5.834	1.0
tutorial_data_5410	5.071	4.955	5.82	6.286	6.825	4.752	6.044	5.834	5.071	4.955	7.056	6.286	6.825	4.752	6.044	5.834	1.0
tutorial_data_4406	5.071	4.955	6.461	7.385	6.825	4.752	6.044	6.7	5.071	4.955	6.461	6.481	6.825	4.752	6.044	5.894	1.0
tutorial_data_2402	5.071	4.955	6.461	6.286	6.825	4.752	6.044	4.0	5.486	5.312	6.023	5.584	5.352	4.535	6.044	4.482	1.0
tutorial_data_5554	5.071	4.955	6.461	6.286	6.825	4.752	6.044	6.26	5.071	4.955	6.461	6.286	6.825	4.752	6.044	6.238	1.0
tutorial_data_807	5.071	4.955	6.461	6.286	6.431	4.752	6.044	5.834	5.071	4.955	6.461	6.286	6.278	4.752	6.044	5.834	1.0
tutorial_data_598	5.071	4.955	6.461	6.286	6.442	4.752	6.044	5.834	5.071	4.955	6.461	6.286	5.793	4.752	6.044	5.834	1.0
tutorial_data_7206	5.071	4.955	5.53	6.286	6.825	4.752	6.044	5.834	4.857	4.964	6.612	6.517	6.26	4.602	5.635	5.467	1.0
tutorial_data_5183	5.071	4.955	6.461	6.286	6.825	4.752	6.274	5.834	4.857	5.154	6.575	6.517	5.849	4.602	5.635	5.912	1.0
tutorial_data_5830	5.071	4.955	7.455	6.286	6.825	4.752	6.044	5.834	4.857	5.154	7.274	6.517	6.26	4.602	5.635	5.907	1.0
tutorial_data_4033	5.071	4.955	6.461	6.286	7.58	4.752	6.044	5.834	5.071	4.955	6.461	6.286	7.538	4.752	6.044	5.834	1.0
tutorial_data_7537	5.071	4.955	5.97	6.286	6.825	4.752	6.044	5.834	5.071	4.955	6.347	6.286	6.825	4.752	6.044	5.834	1.0
tutorial_data_4607	5.071	4.955	5.9	6.286	6.825	4.752	6.044	5.834	5.071	4.955	7.6	6.286	6.825	4.752	6.044	5.834	1.0
tutorial_data_4836	5.071	4.955	6.852	6.286	6.825	4.752	6.044	5.834	5.071	4.955	7.523	6.286	6.825	4.752	6.044	5.834	1.0
tutorial_data_2022	5.071	4.955	6.461	6.286	6.825	4.752	6.044	5.0	5.071	4.955	6.461	6.286	6.825	4.752	6.044	6.095	1.0
tutorial_data_4155	5.071	4.955	6.83	6.286	6.825	4.752	6.044	5.834	5.071	4.955	7.384	6.286	6.825	4.752	6.044	5.834	1.0
tutorial_data_2433	5.071	4.955	6.461	6.286	7.73	4.752	7.69	5.834	5.071	4.955	6.461	6.286	7.078	4.752	6.855	5.834	1.0
tutorial_data_1771	5.5	4.955	6.461	6.286	6.825	4.752	6.044	5.0	5.638	4.955	6.461	6.286	6.825	5.1	6.044	5.333	1.0
tutorial_data_1596	5.071	4.27	6.461	6.286	6.825	4.752	6.044	5.834	4.857	4.873	6.575	6.517	6.26	4.602	5.635	5.467	1.0
tutorial_data_4835	5.071	4.955	8.4	6.286	6.825	4.752	6.044	5.834	5.071	4.955	6.676	5.829	6.825	4.752	6.044	5.834	1.0
tutorial_data_4829	5.071	4.955	5.0	6.286	6.825	4.752	6.044	5.834	4.857	4.964	6.358	6.517	6.26	4.602	5.635	5.467	1.0
tutorial_data_7313	5.071	4.955	6.17	6.286	6.825	4.752	6.044	5.834	5.071	4.955	6.55	6.286	6.825	4.752	6.044	5.834	1.0
tutorial_data_3981	5.071	4.955	6.461	6.286	8.55	4.752	6.044	5.834	5.071	4.955	6.461	6.286	8.326	4.752	6.044	5.834	1.0
tutorial_data_2394	5.071	4.955	5.101	8.742	6.825	4.752	6.044	5.834	5.057	4.955	5.624	7.97	6.46	4.752	6.044	5.834	1.0
tutorial_data_6458	5.071	4.955	6.461	6.286	6.825	4.752	6.044	4.523	4.857	4.764	6.397	6.286	6.26	4.602	5.635	5.268	1.0
tutorial_data_2749	5.071	4.955	6.461	6.286	8.29	4.752	6.044	5.834	5.071	4.955	6.461	6.286	7.828	4.752	6.044	5.834	1.0
tutorial_data_6327	3.523	4.955	6.461	6.286	4.44	4.752	4.79	5.834	4.761	4.955	3.618	3.523	4.44	4.752	5.087	4.909	1.0
tutorial_data_5586	5.071	4.955	6.461	6.286	7.697	4.752	6.044	5.834	5.071	4.955	6.461	6.286	7.57	4.752	6.044	5.834	1.0
tutorial_data_2759	5.071	4.955	6.461	6.286	7.53	4.752	6.044	5.834	5.071	4.955	6.461	6.286	7.916	4.752	6.044	5.834	1.0
tutorial_data_3313	5.071	4.955	6.461	6.06	6.825	4.752	6.044	5.834	5.071	4.955	6.461	6.366	6.825	4.752	6.044	5.834	1.0
tutorial_data_2200	5.071	4.955	7.28	6.286	6.825	4.752	6.044	5.834	4.857	4.964	7.666	6.517	6.26	4.602	5.635	5.467	1.0
tutorial_data_6921	5.071	4.955	6.461	6.286	6.825	4.752	6.044	5.67	5.071	5.145	6.461	6.286	6.825	4.752	6.044	6.579	1.0
tutorial_data_6566	5.071	4.955	5.0	6.286	6.825	4.752	6.044	5.834	5.071	4.955	6.12	6.286	6.825	4.752	6.044	5.834	1.0
tutorial_data_5220	5.071	4.955	6.342	6.286	6.825	4.752	6.044	5.834	5.071	4.955	6.077	6.286	6.825	4.752	6.044	5.872	1.0
tutorial_data_5174	5.071	4.955	5.0	6.286	6.825	4.752	6.044	5.834	5.071	4.955	6.593	6.286	6.825	4.752	6.044	5.834	1.0
tutorial_data_905	5.071	4.955	5.921	6.286	6.825	4.752	6.044	5.834	4.857	4.964	6.59	6.517	6.26	4.602	5.635	5.467	1.0
tutorial_data_4452	5.071	4.955	5.68	6.286	6.825	4.752	6.044	5.834	5.071	4.955	5.746	6.286	6.825	4.752	6.044	5.834	1.0
tutorial_data_7298	5.071	4.955	6.461	6.286	7.282	4.752	6.044	5.834	5.071	4.955	6.461	6.286	7.681	4.752	6.149	5.834	1.0
tutorial_data_412	5.071	4.955	7.1	6.286	6.825	4.752	6.044	5.834	5.071	4.955	7.32	6.286	6.825	4.752	6.044	5.834	1.0
tutorial_data_4476	5.071	4.955	4.523	6.286	6.825	4.752	6.044	5.834	5.071	4.955	4.961	6.286	6.825	4.752	6.044	5.834	1.0
tutorial_data_512	5.071	4.955	6.461	6.286	7.57	4.752	6.044	5.834	5.071	4.955	6.461	6.286	7.102	4.752	6.044	5.834	1.0
tutorial_data_2092	5.071	4.955	5.902	6.286	6.825	4.752	6.044	5.834	5.071	4.955	5.375	7.912	6.825	4.752	6.044	5.834	1.0
tutorial_data_5341	5.071	4.955	6.461	6.286	7.76	4.752	6.044	5.834	5.071	4.955	6.461	6.286	7.251	4.752	6.044	5.834	1.0
tutorial_data_6724	5.071	4.955	5.0	6.286	6.825	4.752	6.044	5.834	5.071	5.145	6.363	6.286	6.825	4.752	6.044	6.274	1.0
tutorial_data_2305	5.071	4.955	6.77	6.286	6.825	4.752	6.044	5.834	5.071	4.955	6.116	6.286	6.825	4.752	6.044	5.834	1.0
tutorial_data_8127	5.071	4.955	6.461	6.286	6.825	4.752	6.044	5.46	4.857	4.964	6.761	6.517	6.261	4.602	5.426	5.357	1.0
tutorial_data_4003	5.071	4.955	6.461	6.286	7.42	4.752	6.044	5.834	5.071	4.955	6.461	6.286	7.666	4.752	6.044	5.834	1.0
tutorial_data_6692	5.071	4.955	7.04	6.286	6.825	4.752	6.044	5.834	5.071	4.955	7.913	6.286	6.825	4.752	6.044	5.834	1.0
