SMILES	pchembl_value_Mean	Year
Cc1c(C)c2c(nc(-c3ccccc3)nc2NC2CCC(O)CC2)[nH]1	5.906666666666666	1999.0
Cn1cc2c(n1)nc(NC(=O)Nc1ccc(CC(=O)OCCCCNC(=O)OC(C)(C)C)cc1)n1nc(-c3ccco3)nc21	6.52	2020.0
CCn1nnc(C2OC(n3cnc4c3nc(Cl)nc4Nc3ccc(Cl)cc3F)C(O)C2O)n1	6.65	2015.0
CCc1nc2c(scc2)c(C(=O)c2cccs2)n1	7.8	2008.0
O=C(COc1ccc2nc(O)c(-c3nccs3)c(CCc3ccccc3)c2c1)NCc1ccccc1	5.46	2010.0
CCC(Oc1ccccc1)C(=O)Nc1n[nH]c(-c2ccccc2)n1	5.85	2012.0
CCCn1c(=O)c2c([nH]c(-c3cn(Cc4nc(-c5ccc(Cl)cc5)no4)nc3)n2)n(CCC)c1=O	5.75	2006.0
CCOC(=O)C1Oc2c(cc(CCCn3ncc4c3nc(N)n3nc(-c5ccco5)nc43)cc2)O1	8.26	2002.0
Nc1nc(-c2ccccc2)c(-c2cc(Cl)cc(Cl)c2)nn1	8.4	2012.0
COc1cccc(-c2n[nH]c(Cc3ccc(C)c(C)c3)n2)c1	7.7	2004.0
CCCn1c(=O)c2c([nH]c(-c3ccc(OCC(=O)N(Cc4ccccc4)Cc4ccccc4)cc3)n2)n(CCC)c1=O	6.19	2000.0
Nc1nc2c(ncn2CCN2CCN(c3nccs3)CC2)c2nc(-c3ccco3)nn12	8.77	2007.0
Cn1c(=O)c2c(cc(-c3ccc(OCC(=O)N4CCN(c5c(Cl)cccc5)CC4)cc3)[nH]2)n(C)c1=O	6.45	2008.0
O=C(Nc1nc(-c2ccccc2)cc(-c2ccccc2)n1)C1CC1	6.64	2004.0
OC1CSC(n2cnc3c2nc(Cl)nc3NCc2cccc(Br)c2)C1O	8.05	2015.0
CC(O)CCc1nc(N)c2nc(-n3nccn3)n(C)c2n1	7.101999999999999	2013.0
O=C(COc1ccc2nc(O)c(-c3nccs3)c(CCc3ccccc3)c2c1)NC(CO)c1ccccc1	5.72	2010.0
Nc1nc(-c2ccco2)c2ncn(C(=O)NCc3ccccc3Cl)c2n1	9.0	2008.0
CCNC(=O)N=NNc1nc2c(ncn2C2OC(CO)C(O)C2O)c(N)n1	7.72	2003.0
Cn1cc2c(n1)nc(N)n1nc(-c3ccc(F)cc3)nc21	6.45	2010.0
CCOC(=O)c1cnc(NNc2ccccc2)n2nc(-c3ccco3)nc12	7.38	2018.0
CCCCC(NC(=O)C1CCC2c3c(CCN2C1)c1c(cccc1)[nH]3)C(=O)NC(Cc1ccc(F)cc1)C(=O)N1CC(N)CC1C(N)=O	4.85	2015.0
O=C(Nc1nc(-c2cocn2)c(-c2ccncc2)cc1)C1CC1	5.86	2010.0
COc1cccc(-n2c(=O)n(Cc3c(F)cccc3F)c3cnc(NCCN4CCOCC4)nc32)c1	6.59	2009.0
COC(=O)c1cc(Cn2ncc3c2nc(N)nc3-c2ccco2)ccc1	8.4	2008.0
COCCOCc1ccc2cc(CCn3ncc4c3nc(N)n3nc(-c5ccco5)nc43)ccc2n1	8.55	2008.0
Cn1cc2c(n1)nc(NC(=O)Nc1ccccc1)n1nc(-c3ccc(C(F)(F)F)cc3)nc21	4.44	2011.0
OCC12CC1C(n1cnc3c1nc(Cl)nc3NC(C1CC1)C1CC1)C(O)C2O	5.66	2016.0
Cc1nn(-c2nc(NCC(F)(F)F)cc(-n3cccn3)n2)c(C)c1	7.28	2014.0
Nc1nc2c(ncn2C(=O)NCc2ccccc2)c(-c2ccco2)n1	8.98	2008.0
COc1ccc(N2CCN(CCn3c(=O)n(C)c4c3nc(N)n3nc(-c5ccco5)nc43)CC2)c(F)c1	9.81	2017.0
CCn1nnc(C2OC(n3cnc4c3nc(Cl)nc4NCc3cccs3)C(O)C2O)n1	6.54	2017.0
COc1cccc2c1nc(N)n1nc(CN3CCN(c4ncccc4)CC3C)nc21	7.43	2015.0
Nc1nc(-c2ccco2)nc(C(=O)NCc2ccncc2)n1	6.38	2009.0
CCOC(=O)CN1CCC(NC(=O)Nc2nc3nn(C)cc3c3nc(-c4ccco4)nn23)CC1	5.96	2012.0
Nc1c2nc(Br)n(CCO)c2ncn1	6.21	2009.0
CCCn1c(=O)[nH]c2c(nc(-c3ccc(S(=O)(=O)N4CCN(c5ccc(O)cc5)CC4)cc3)[nH]2)c1=O	7.01	2019.0
Cc1cc(C)nc(CNC(=O)c2cc(-c3ccc(C)o3)nc(N)n2)c1	8.02	2009.0
CCC(=O)Nc1cc(-c2cccs2)nc(-c2cccs2)n1	6.94	2011.0
CCN(CC)CCOc1c(OC)ccc(-c2nc3c([nH]2)n(C)c(=O)n(C)c3=O)c1	6.22	2009.0
Nc1nc(-c2nccs2)nc(-c2nccs2)c1Br	8.46	2014.0
CCNC(=O)C1OC(n2cnc3c2nc(C#CC2(O)CCCC2)nc3NCC)C(O)C1O	6.03	2006.0
CC(=O)Nc1nc(-n2nc(C)cc2C)nc(-c2cc(COC3CCN(C)C3)ccc2)c1	7.154999999999999	2008.0
Clc1ccc(Nc2nc3c(ncnc3Cl)s2)cc1	5.57	2016.0
Cc1nc(N)c2nc(-n3nccn3)n(C)c2c1	6.92	2005.0
Cc1cccc2c1nc(-c1nc3c(cccc3)nc1)[nH]2	6.08	2005.0
Nc1nc(-c2ccco2)c2nnn(Cc3ccc(N)c(F)c3)c2n1	9.15	2009.0
Cc1cc(Cn2nnc3c2nc(N)nc3-c2ccco2)ccc1N	9.045	2009.0
Cn1c(=O)c2c(nc3N(C4CCCCC4)CCn32)n(C)c1=O	5.79	2011.0
Cn1cc2c(n1)nc(NC1CCCCCCC1)n1nc(-c3ccco3)nc21	6.55	2012.0
Nc1nc(NCC2CCN(CC(=O)NCCc3ccc(S(N)(=O)=O)cc3)CC2)nc2c1nc(-c1ccco1)s2	7.22	2020.0
CNC(=S)OCC1OC(n2cnc3c2nc(Cl)nc3NC2CCCC2)C(C)(O)C1O	5.06	2008.0
CCNC(=O)C1OC(n2cnc3c(N)nc(NCCN4CCN(c5cccc(Cl)c5)CC4)nc32)C(O)C1O	7.64	2015.0
CCCN(CCc1cccc2c1CC(=O)N2)c1nc2nc(-c3ccco3)nn2c(N)n1	7.495	2015.0
O=C(O)C1CCC(OC2CCN(c3ccc(-c4nc5c(ccc(Cl)c5)[nH]4)cn3)CC2)CC1	5.46	2014.0
CCCn1c(=O)n(C)c(=O)c2c1cc(-c1ccc(OCC(=O)N3CCN(c4ccccc4Cl)CC3)cc1)[nH]2	5.96	2008.0
Cc1cccnc1CNC(=O)c1cc(-c2c(C#N)cccc2)nc(N)n1	6.91	2009.0
CCNC(=O)C1OC(n2cnc3c(NCC)nc(C#CC4=CCCCC4)nc32)C(O)C1O	5.17	2006.0
COc1ccc(CC(=O)Nc2nc(-c3ccccn3)nc(-c3nccs3)c2)cc1	9.0	2008.0
Nc1nc(-c2ccco2)c2nnn(Cc3cccc(F)c3F)c2n1	8.64	2009.0
Cc1ccc(-n2nc(C)c3c2cc(-c2c(F)cc(C4CC4C(=O)O)cc2)nc3)nc1	5.77	2017.0
CCCn1c(=O)c2c(cc(-c3ccc(OCC(=O)NCc4ccccc4)cc3)[nH]2)n(CCC)c1=O	7.05	2006.0
O=C(Nc1nc2ccccc2n2c(=O)n(-c3ccccc3)nc12)c1ccccc1	7.05	2006.0
CCc1nc2c(scc2)c(-c2cccs2)n1	7.16	2008.0
CNC(=O)C12CC1C(n1cnc3c1nc(C#Cc1cccc(Cl)c1)nc3NCc1cccc(Cl)c1)C(O)C2O	5.76	2012.0
CCOC(=O)c1cnc(NCCNC(=O)OC(C)(C)C)n2nc(-c3ccco3)nc12	6.42	2018.0
CNC(=O)C1OC(n2cnc3c2ncnc3NCc2cccc(I)c2)C(O)C1O	6.323	1997.0
O=C(Nc1nc(-c2ccncc2)c(-c2ccncc2F)nc1)C1CC1	5.88	2011.0
Cc1nc(-c2c(-c3ccccc3)nc(NC(=O)CC(C)C)s2)no1	7.48	2010.0
COCC(C)Oc1ccc(N2CCN(CCn3c(=O)n(C)c4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1	9.11	2017.0
CCCn1c(=O)c2c(cc(-c3ccc(OC(C)(C)C(=O)Nc4ccc(F)cc4)cc3)[nH]2)n(CCC)c1=O	7.77	2006.0
Nc1nc2c(scc2)c(C(=O)c2cccs2)n1	7.64	2008.0
COc1ccc(CN2CCCn3c2nc2c3c(=O)n(C)c(=O)n2C)cc1Cl	5.1	2019.0
CCCC(=O)Oc1ccc(CCNc2nc3nc(-c4ccco4)nn3c(N)n2)cc1	7.525	2013.0
O=C(c1ccccc1)c1c(-c2ccco2)nc(NC2CCN(Cc3ccccc3F)CC2)s1	6.98	2009.0
CCCn1c(=O)[nH]c2c(nc(-c3ccc(S(=O)(=O)N4CCN(Cc5cccc(C)c5)CC4)cc3)[nH]2)c1=O	6.72	2019.0
COc1ccc(C(=O)Nc2nc(-c3ccccc3)c(C(=O)c3ccccn3)s2)cc1	6.89	2013.0
Nc1nc(OCCc2ccccc2)nc2nc(-c3ccco3)nn12	7.39	2013.0
Nc1nc(C(=O)NCc2cccc3c2nccc3C(=O)N2CCN(c3ccccc3)CC2)c2cccc(F)c2n1	5.81	2016.0
CC(C)C(=O)Nc1nc(-c2ccccc2)c(C#N)c(-c2ccccc2)n1	7.45	2008.0
Nc1c2cc(CN3CCOCC3)sc2nc(-c2ccc(F)c(F)c2)n1	6.44	2011.0
CCNC(=O)C1OC(n2cnc3c(NCC)nc(C#CC(O)C4CCCCC4)nc32)C(O)C1O	7.23	2006.0
CC1CCC(N2CCCn3c2nc2c3c(=O)n(C)c(=O)n2C)CC1	6.21	2011.0
Cc1cccc(CNC(=O)c2nc(N)nc3c(F)cccc23)c1	8.08	2016.0
Cn1cnc2c1nc(Nc1ccccc1)nc2NC1CCCCCC1	5.53	2005.0
COc1ccc(CC(=O)Nc2nc3nn(C)cc3c3nc(-c4ccco4)nn23)cc1	7.2	2009.0
CNC(=O)C12CC1C(n1cnc3c1nc(Cl)nc3NCc1cc(Br)ccc1)C(O)C2O	5.89	2005.0
C#CCOc1cccc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)c1	8.29	2017.0
CNC(=O)C1SC(n2cnc3c2nc(Cl)nc3NCc2ccccc2C)C(O)C1O	5.88	2006.0
COCCOc1ccc(C2CCN(CCn3cnc4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1	9.15	2007.0
Cc1ccccc1C(=O)Nc1ccc(C(=O)Nc2nccs2)cc1	6.66	2011.0
Cc1nc2c(cc(F)c(N3CCN(CCn4c(=O)n(C)c5c4nc(N)n4nc(-c6ccco6)nc54)CC3)c2)o1	9.61	2017.0
COC(=O)C1=C(C)N=C(C)C(=C(O)OC)C1c1c([N+](=O)[O-])cccc1	4.65	1997.0
CCc1c(C(=O)NCc2ncccc2)nc(N)nc1-c1ccc(C)o1	7.6	2009.0
Nc1nc(OCCc2ccccc2F)nc2c1ncn2C1OC(CO)C(O)C1O	7.24	1991.0
Nc1nc(-c2ccco2)cc(C(=O)NCc2ccco2)n1	7.85	2009.0
O=C(Nc1nc(O)nc2nc(-c3ccco3)nn12)c1ccccc1	5.76	2011.0
Cc1nc(C)cc(OCC(=O)Nc2cc(-n3nc(C)cc3C)nc(-c3ccc(C)o3)n2)c1	9.15	2008.0
Nc1nc2c(ncn2Cc2ccccc2Cl)c2nc(-c3ccco3)nn12	8.77	2007.0
COc1ccccc1CNc1nc(N)c2nc(-c3ccc(C)o3)sc2n1	7.7	2018.0
Cc1nn(-c2nc(-c3ccc(C)o3)nc(NC(=O)COc3cc(CN4CCOCC4)ccc3)c2)c(C)c1	8.92	2008.0
Cn1cnc(-c2nc(N)c3cc(Cc4ccccc4)sc3n2)c1	6.27	2013.0
Cn1cc2c(n1)nc(NC(=O)Nc1ccccc1)n1nc(-c3ccc(Br)cc3)nc21	5.63	2011.0
Cc1ccc(-c2nc(NC(=O)C3CC3)cnc2-c2ccncc2)o1	8.92	2011.0
O=C(CCc1ccccc1)Nc1n[nH]c(-c2ccccc2)n1	5.47	2012.0
Nc1cc2c(oc(-c3ccco3)n2)c(-c2ccc(F)cc2)c1	6.36	2018.0
CCCCC(NC(=O)CCCCCNC(=O)C1CCC2c3c(CCN2C1)c1c(cccc1)[nH]3)C(=O)NC(Cc1ccc(F)cc1)C(=O)N1CC(N)CC1C(N)=O	4.57	2015.0
Nc1nc(-c2ccco2)c2cnn(Cc3ccccc3[N+](=O)[O-])c2n1	7.58	2008.0
O=C(Nc1cc(-c2ccccc2)nc(-c2ccccc2)n1)C1CCCCC1	6.68	2004.0
Nc1ccc(CCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1	7.26	2002.0
COCCN(CCN1CCN(c2ccc(F)cc2F)CC1)c1cc2nc(-c3ccco3)nn2c(N)n1	9.3	2009.0
COCCCn1c(NC(=O)c2cc(C#N)ccc2)nc2c1ccc(C(=O)NCc1cccc(OC)c1)c2	7.34	2010.0
O=C(O)c1cnc(NC2CC2)n2nc(-c3ccco3)nc12	6.22	2014.0
CCCn1cc2nc(NC(=O)Nc3ccc(OC)cc3)n3nc(-c4ccco4)nc3c2c1	6.7	2012.0
Cn1c(Br)nc2c1ncnc2N	6.92	2009.0
Cn1cc2c(n1)nc(NC(=O)Nc1ccccc1Cl)n1nc(-c3ccco3)nc21	6.7	2002.0
CCN(CC)C1CCC(C)(C(=O)Nc2nc3c(s2)c(N2CCOCC2)ccc3OC)CC1	9.19	2017.0
Cn1cc2c(n1)nc(NC(=O)Nc1ccc(Br)cc1)n1nc(-c3ccco3)nc21	7.0	2002.0
Cc1nn(-c2cc(NC(=O)CN3CCCC3)nc(-c3ccc(C)o3)n2)c(C)c1	8.07	2008.0
N#Cc1cccc(-c2c(-n3cncn3)sc(Nc3cnccn3)n2)c1	5.45	2005.0
CCn1nnc(C2OC(n3cnc4c(N)nc(NC(CO)Cc5ccc(OC)cc5)nc43)C(O)C2O)n1	7.42	2004.0
CCCn1c(=O)c2c([nH]c(C34CC5CC(C3)C(C5)C4)n2)n(CCC)c1=O	6.17	2006.0
CCCn1c(=O)c2c([nH]c(-c3cn(Cc4cc(C(F)(F)F)ccc4)nc3)n2)n(CCC)c1=O	6.4	2006.0
COc1ccc(CC(=O)Nc2nc(-c3ccc(C)o3)nc(-c3nccs3)c2)cc1	8.22	2008.0
OC1CSC(n2cnc3c2ncnc3NCc2cc(I)ccc2)C1O	7.06	2008.0
CCCn1c(=O)c2c(c(O)c(-c3ccc(OCC(=O)Nc4ccc(Br)cc4)cc3)[nH]2)n(CCC)c1=O	7.0	2008.0
Nc1c2cc(CNC3CCCCC3)sc2nc(-c2ccco2)n1	6.77	2011.0
CCCn1c(=O)c2c(c(O)c(-c3ccco3)[nH]2)n(CCC)c1=O	6.98	2008.0
CONc1c2ncn(C3OC(CO)C(O)C3O)c2nc(C#Cc2ccc(F)cc2)n1	5.4	2007.0
O=C(O)c1cnc(NCc2ccc(F)cc2)n2nc(-c3ccco3)nc12	5.19	2014.0
C#CCn1c(=O)c2c(nc3ccccn32)n(Cc2ccccc2)c1=O	7.02	2002.0
Nc1c2nc(-c3ccco3)sc2nc(-c2cccc(O)c2)n1	8.79	2019.0
Nc1nc(-c2cnccc2)cc2nn(Cc3ccccc3)c(=O)n12	6.1	2011.0
CCCn1c(=O)c2c([nH]c(-c3cn(Cc4ccccc4F)nc3)n2)n(CCC)c1=O	7.22	2006.0
CCCCn1cc2c(n1)nc(NC(=O)Nc1ccc([N+](=O)[O-])cc1)n1nc(-c3ccco3)nc21	6.3	2002.0
COc1cccc(CNc2nc3c(nc(C)s3)c(N)n2)c1	6.67	2018.0
CCCCCCc1nc2c(ncn2C2OCC(O)C2O)c(N)n1	5.67	2012.0
CNc1nc2nc(-c3ccco3)nn2c(NC2CCCCC2)n1	6.84	2016.0
Cc1nn(-c2cc(NC(=O)COc3cc(CN(C)C)ccc3)nc(-c3ccc(C)o3)n2)c(C)c1	9.4	2008.0
c1ccc(-c2nc3c(nc(C4CCCCC4)[nH]3)c(-c3ccccc3)n2)cc1	6.93	2006.0
CCCn1c(=O)c2c(cc(-c3ccc(C)cc3)[nH]2)n(CCC)c1=O	6.2	2008.0
CCCn1c(=O)[nH]c2c(nc(-c3ccc(S(=O)(=O)N4CCN(Cc5cc(F)cc(OC)c5)CC4)cc3)[nH]2)c1=O	6.8	2019.0
CCn1c(=O)c2c([nH]c(-c3ccc(OCC(=O)Nc4ccc(C#N)cc4)cc3)n2)n(CCCOC)c1=O	6.95	2009.0
CC(=O)Nc1nc(-n2nc(C)cc2C)nc(-c2cc(N3CCOCC3)ccn2)c1	7.06	2008.0
Nc1nc(-c2ccccc2)c(-c2cccc(C(F)(F)F)c2)cn1	7.01	2017.0
Cc1csc(-c2nc(N)nc(C(=O)NCc3ncccc3C)c2)n1	6.23	2009.0
Cc1c(C(=O)c2cnc(N)n2-c2ccc(Cl)cc2)sc(Nc2ccccc2)n1	4.95	2018.0
CCCCn1cc2c(n1)nc(NC(=O)Cc1cccc3ccccc13)n1nc(-c3ccco3)nc21	7.93	2009.0
CC(=O)Oc1c2oc(=O)c(-c3cscc3)cc2ccc1	4.83	2016.0
Cc1nc(CNC(=O)c2nc(N)nc(-c3ccc(C)o3)c2)c(C)cc1	8.52	2009.0
CC(=O)Nc1nc(-n2nc(C)cc2C)nc(N2CCCC2CO)c1	7.59	2009.0
CCSc1cccc2c1nc(-c1cnc3ccccc3n1)[nH]2	5.46	2005.0
Nc1c2cc(CN3CCOCC3)sc2nc(-c2nccs2)n1	6.6	2011.0
COc1c(-c2cc(NC(C)=O)nc(-n3nc(C)cc3C)n2)cccc1	8.7	2008.0
Cn1cc2c(n1)nc(NC(=O)Nc1ccc(CC(=O)OCCCCN)cc1)n1nc(-c3ccco3)nc21	6.76	2020.0
NCCCCCCNC(=O)COc1ccc(CCCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1	7.64	2017.0
COc1ccccc1CC(=O)Nc1nc(N)nc(-c2ccco2)c1[N+](=O)[O-]	8.0	2009.0
Nc1nc(NCCCCCNC(=O)c2ccc(S(=O)(=O)F)cc2)nc2nc(-c3ccco3)nn12	8.885000000000002	2018.0
Cn1cc2c(n1)nc(NC1CC1)n1nc(-c3ccco3)nc21	6.95	2012.0
CC(=O)Nc1cc(-c2cccc(N)n2)nc(-n2nc(C)cc2C)n1	8.1	2008.0
CCCn1c(N=Cc2ccc(Br)cc2)c(C#N)sc1=S	8.74	2013.0
CCCn1c(=O)c2c(cc(-c3ccc(OC(C)C(=O)Nc4ccc(F)cc4)cc3)[nH]2)n(CCC)c1=O	7.23	2006.0
COC(=O)c1cccc(CSc2nc(N)c(C#N)c(-c3ccco3)c2C#N)c1	7.17	2019.0
O=C(NCc1ccccc1)Nc1nc2ccccc2n2c(=O)c(-c3ccccc3)nn12	6.92	2007.0
COc1c2nc(NC(=O)C(C)(C)Oc3ccc(C)cc3)sc2c(N2CCOCC2)cc1	8.175	2017.0
CN(C)c1nc2c(scc2)c(-c2c[nH]nc2)n1	5.51	2008.0
CCNC(=O)C1OC(n2cnc3c(N)nc(NCCN4CCN(c5ccc(I)cc5)CC4)nc32)C(O)C1O	7.04	2015.0
CCCCC#Cc1nc2c(ncn2C2C(O)C(O)C3CC32)c(NCC)n1	5.54	2014.0
O=C(Nc1nc(-c2ccccc2)c(C(=O)c2ccccc2)s1)c1ccco1	6.46	2010.0
Nc1nc2c(cnn2CCN2CCN(c3ccc(O)cc3)CC2)c2nc(-c3ccco3)nn12	8.89	2007.0
COc1cc(-n2c(NC(=O)c3cc(C#N)ccc3)nc3c2ncc(C(=O)N2CCCCC2)c3)ccc1	6.49	2010.0
CCN(C(=O)c1ccc(C(=O)c2cnc3ccccn23)nc1)C1CCCCC1	6.58	2015.0
Nc1c2ncn(C3C(O)C(O)C4(CCl)CC34)c2nc(Cl)n1	5.76	2019.0
Nc1nc(-c2ccc(NC(=O)c3ccc(C(=O)O)cc3)cc2)cn2c(=O)n(-c3ccccc3)nc12	7.09	2020.0
CCn1nnc(-c2c(-c3ccccc3)nc(NC(=O)c3ccccc3)s2)n1	6.66	2010.0
CNC(=O)C12CC1C(n1cnc3c1nc(C#CCCCCc1cn(C45CC6CC(CC(C6)C4)C5)nn1)nc3NCc1cc(Cl)ccc1)C(O)C2O	5.48	2010.0
Cc1nnnn1C1CC(n2cnc3c2nc(NCCc2cn(C(C)C)cn2)nc3NCC(c2ccccc2)c2ccccc2)C(O)C1O	7.42	2010.0
Nc1c2ncn(C3OC(CO)C(O)C3O)c2nc(NC(=O)C2CCCCC2)n1	5.75	2004.0
Cc1ccc(-c2nc(N(C)C)nc(C(=O)NCc3ccccn3)c2)o1	5.75	2009.0
O=C(O)c1cnc(NCC2CCCCC2)n2nc(-c3ccco3)nc12	4.47	2014.0
COc1c2nc(N)nc(C(=O)NCc3nc(C(C)C)ccc3)c2ccc1	9.7	2016.0
Cc1c(C)c2c(nc(-c3c(-c4ccccc4)nc(NC(=O)c4ccccc4)s3)nc2N)s1	5.31	2013.0
CC(=O)N1CCC(Nc2nc(-c3ccco3)c(C(=O)c3ccccc3)s2)CC1	6.34	2009.0
CCCCc1nc2c(nc[nH]2)c2nc(-c3ccc(C(F)(F)F)cc3)nn12	7.51	2002.0
Cc1c(CNC(=O)c2nc(N)nc3c(F)cccc23)cccc1	7.87	2016.0
COc1ccc(NC(=O)Nc2nc3c(c4nc(-c5ccco5)nn24)n(C)nc3)cc1	7.17	2012.0
CCC1(O)CCC(C)(C(=O)Nc2nc3c(s2)c(N2CCOCC2)ccc3OC)CC1	7.6	2017.0
CCOc1ccc(N2CCN(CCn3ncc4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1	8.85	2007.0
COc1ccc(-c2nn3c(N)nc4c(cccc4)n3c2=O)cc1	8.05	2007.0
CN(CCN1CCN(c2ccc(F)cc2F)CC1)c1cc2nc(-c3cnco3)nn2c(N)n1	9.52	2009.0
Nc1nc(N2CCN(C(=O)C(Cl)Cl)CC2)nc2nc(-c3ccco3)nn12	6.55	2011.0
CNc1ncc(C(=O)NCCc2cc(OC)c(OC)cc2)c2nc(-c3ccco3)nn12	6.77	2018.0
CNC(=O)C1OC(n2cnc3c2nc(Cl)nc3NCc2cccc(I)c2)C(O)C1O	5.664999999999999	2003.0
COc1c(N2CCN(C(=O)COc3ccc(-c4cc5c([nH]4)c(=O)n(C)c(=O)n5C)cc3)CC2)cccc1	5.63	2008.0
Cc1nn(-c2nc(-c3ccc(C)o3)nc(NC(=O)COc3ccc(CN(C)C)cc3)c2)c(C)c1	9.52	2008.0
CNC(=O)C12CC1C(n1cnc3c1nc(Cl)nc3NCc1c(OC)ccc(I)c1)C(O)C2O	6.37	2005.0
Nc1nc2c(cnn2Cc2ccc(C(F)(F)F)cc2)c(-c2ccco2)n1	8.22	2008.0
CC(C)Cn1c(=O)c2c([nH]c(-c3c[nH]nc3)n2)n(C)c1=O	5.86	2008.0
CNC(=O)OCC1OC(n2cnc3c2nc(Cl)nc3NC2CCCC2)C(C)(O)C1O	4.98	2008.0
Nc1nc(-c2ccco2)c([N+](=O)[O-])c(NC(=O)c2ccccc2)n1	6.51	2009.0
CCn1c(=O)c2c(nc(C=Cc3cc(OC)c(OC)cc3)n2C)n(CC)c1=O	6.990909090909091	2005.0
CNC(=O)C1[Se]C(n2cnc3c2nc(Cl)nc3NC2CCCC2)C(O)C1O	5.95	2017.0
COc1ccccc1CN1CCCn2c1nc1c2c(=O)n(C)c(=O)n1C	4.95	2007.0
Cc1nn(-c2cc(NC(=O)CN3CCC(CN(C)C)CC3)nc(-c3ccc(C)o3)n2)c(C)c1	8.54	2008.0
CCOC(=O)C12CC1C(n1cnc3c1nc(Cl)nc3NC(C1CC1)C1CC1)C(O)C2O	5.8	2016.0
CNC(=O)C1SC(n2cnc3c2nc(Cl)nc3NCc2cc(I)ccc2)C(O)C1O	6.65	2003.0
N#Cc1c(-n2cccn2)nc(-n2cccn2)nc1N	8.15	2014.0
Nc1nc(-c2ccc(NC(=O)c3cc(O)c(O)cc3)cc2)cn2c(=O)n(-c3ccccc3)nc12	8.05	2020.0
Cc1ccccc1CNc1nc(Cl)nc2c1ncn2C1SC(C(=O)NCC2CC2)C(O)C1O	5.41	2006.0
CCCCn1cc2c(n1)nc(NC(=O)Nc1ccc(C)cc1)n1nc(-c3ccco3)nc21	7.62	2002.0
Nc1nc2c(cnn2CCc2ccccc2)c2nc(-c3ccc(Cl)cc3)nn12	5.22	2003.0
Cn1c(=O)c2c(cc(C=Cc3ccc(F)cc3)n2C)n(C)c1=O	6.37	2013.0
CCn1nnc(C2OC(n3cnc4c3nc(Cl)nc4NC3CC3)C(O)C2O)n1	7.43	2015.0
Cc1cc(NC(=O)CC(C)(C)C)ccc1C(=O)Nc1nccs1	6.7	2011.0
Nc1nc2c(ncn2Cc2ccccc2)c2nc(-c3ccco3)nn12	8.82	2007.0
CC(O)(C#Cc1cn2nc(-c3ccco3)nc2c(N)n1)Cc1ccncc1	8.96	2008.0
CCOC(=O)c1cnc(NOC)n2nc(-c3ccco3)nc12	6.68	2014.0
Cc1cc2c(c(C)c1O)c1c(cccn1)[nH]2	4.6	2008.0
CC(C)(C)OC(=O)N1C2CCC1C(Nc1c3ncn(C4OC(CO)C(O)C4O)c3ncn1)C2	4.46	2007.0
Nc1c2ncn(C3OC(C(=O)NC4CCCC4)C(O)C3O)c2ncn1	6.19	2012.0
COc1ccccc1Cn1cc2nc(-c3ccc(C)o3)nc(N)c2n1	8.44	2016.0
CCOC(O)=C1C(C)=Nc2nc3c(cccc3)n2C1c1nccs1	8.52	2020.0
OCC12CC1C(n1cnc3c1nc(Cl)nc3NCc1cc(I)ccc1)C(O)C2O	5.8	2005.0
CCn1cc2c(n1)nc(NC(=O)Nc1ccc([N+](=O)[O-])cc1)n1nc(-c3ccco3)nc21	6.21	2002.0
CNC(=O)C12CC1C(n1cnc3c1nc(N=[N+]=[N-])nc3NCc1cccc(Cl)c1)C(O)C2O	5.56	2015.0
C#CCn1c(=O)c2c(nc3N(CCc4cccs4)CCCn32)n(C)c1=O	6.5	2013.0
Cc1cc(C)cc(OCC(=O)Nc2n[nH]c(-c3ccccc3)n2)c1	5.5	2012.0
CCCn1c(Oc2cccnc2C)nc2nc(C3CCCC3)nc-2c1O	5.7	2017.0
Nc1nc2c(cnn2CCN2Cc3c(cccc3)C2)c2nc(-c3ccco3)nn12	7.83	2008.0
COc1cc(-c2nc(N)c3cc(CN4CCCC(F)(F)C4)sc3n2)ccc1	7.01	2011.0
Nc1nc2c(ncn2CCN2CCOCC2)c2nc(-c3ccco3)nn12	8.2	2007.0
Cc1ccc(N2CCN(C(=O)C(C)Oc3ccc(-c4cc5c([nH]4)c(=O)n(C)c(=O)n5C)cc3)CC2)cc1	6.41	2008.0
Cc1nc(-c2ccc(C)o2)cc(C(=O)NCc2ccccn2)n1	5.95	2009.0
Nc1c2nc(Br)n(C3CCCCC3)c2ncn1	4.82	2009.0
N#Cc1c(N)nc(-c2ccccc2)cc1-c1cc(OC(F)(F)F)ccc1	7.24	2008.0
CCCCC#Cc1nc(N)c2ncn(C3C(O)C(O)C4CC43)c2n1	7.0	2014.0
COc1cnc(N2CCOCC2)c2c1nc(NC(=O)c1ccc(F)cc1)s2	8.3	2014.0
Nc1c(C(=O)Nc2nccs2)sc2c1cc1C(=O)CCCc1n2	6.0	2010.0
COc1cccc(-c2cn3c(nc4c3cc(F)c(F)c4)c(N)n2)c1	7.34	2021.0
